,Post,Trans,Label,Type,Type_Expanded
216,"❗️В результате обстрела белгородского села Солохи со стороны Украины 1 человек погиб, 6 ранены, - губернатор Белгородской области

@epoddubny","❗️As a result of the shelling of the Belgorod village of Solyoki from Ukraine, one person died and six were injured, - said the governor of the Belgorod region.

@epoddubny",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
217,"ВСУ продолжают бить по Донецку. В результате обстрела Куйбышевского района ранение получила мирная жительница.

@epoddubny","The Ukrainian military continues to bombard Donetsk. As a result of the shelling, a civilian woman was injured in the Kuybyshevsky district.

@epoddubny",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
218,"Украинские боевики обстреляли Кировский район Донецка из РСЗО.

Известно об одном погибшем. Ещё несколько человек получили ранения.


@epoddubny

***
Сбор средств для организации помощи населению Донбасса и других регионов освобожденной Малороссии.

Перечисление средств в фонд РГМ и фонд им. Елизаветы Глинки контролирую лично.

2202 2032 5864 7967
карта МИР

41001302265551 ЮМани

bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 BTC

0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208 ETH

rfmFjVDUa7z1a2XC74yQpirdzk76AtCqiZ XRP

LPxD7gErrWSqqwYvmvuzRorLBZ9oMQ1Ngh LTC","Russian:
 Ukrainian fighters shelled the Kirovsky district of Donetsk from multiple rocket launchers (MRLS).

 One person is confirmed dead, and several others were injured.

***
A fundraiser for providing assistance to the population of Donbas and other liberated regions of Little Russia is being organized.

I personally oversee the transfer of funds to the RGMM and Liza Glinskaya Foundation funds.

MIR card: 2202 2032 5864 7967

YooMoney: 41001302265551

BTC: bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80

ETH: 0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208

XRP: rfmFjVDUa7z1a2XC74yQpirdzk76AtCqiZ

LTC: LPxD7gErrWSqqwYvmvuzRorLBZ9oMQ1Ngh",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
219,"Результат сегодняшнего обстрела центра Донецка украинскими боевиками. Два человека погибли. Ещё пятеро ранены.

На кадрах обломки кассетных ракет РСЗО «Ураган» рядом с больницей.

 @MilitaryCriminal","The result of today's artillery attack on the center of Donetsk by Ukrainian separatist forces. Two people were killed, and five more were injured.

On the footage, remnants of Grad rocket launcher cluster munition rockets near the hospital.

@MilitaryCriminal",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
220,"В результате обстрела ВСУ в Киевском районе Донецка два человека погибли и один получил ранение.

@epoddubny","As a result of the Ukrainian Armed Forces' artillery attack on the Kyivsky district of Donetsk, two people were killed and one was injured.",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
221,"Губернатор Белгородской области сообщил об эвакуации жителей Нехотеевки.

На этой неделе село подверглось обстрелу со стороны Украины. Повреждено пять частных домов. Их восстановление начнётся при условиях полной безопасности.

Большая часть жителей уже покинула населенный пункт. Осталось менее 30 человек.

@epoddubny","The governor of Belgorod region reported the evacuation of residents from Nekhoteevka.

This week, the village was subjected to artillery fire from Ukraine. Five private homes were damaged. Their reconstruction will begin only under conditions of full safety.

Most of the residents have already left the settlement. Less than 30 people remain.

@epoddubny",,,"This post describes a human rights violation involving deliberate destruction of civilian property or infrastructure. It includes attacks on homes, residential buildings, or essential facilities such as hospitals, schools, and utilities. The emphasis is on targeted damage meant to intimidate, displace, or harm civilian life."
222,"Ещё один сдавшийся в плен ВСУшник рассказывает о преступных приказах командования - вести обстрел по домам мирных жителей. Кто отказывался - расстреливали свои же.

[…] Процветало мародёрство, насиловали девочек…

Видео [Трибунал](https://t.me/ua_tribunal)

@epoddubny","Another Ukrainian soldier who surrendered describes criminal orders from the command to bombard civilian homes. Those who refused were executed by their own side.

[… Plundering was rampant, girls were raped...]

Video [Tribunal](https://t.me/ua_tribunal)

@epoddubny",,,"This post describes a human rights violation involving sexual violence, severe torture, or execution. It includes acts intended to cause extreme suffering, coercion, fear, or death. The emphasis is on serious bodily harm or coercive, violent actions against individuals."
223,"Число раненых мирных жителей в результате обстрела микрорайона Текстильщик в Донецке возросло до 10 человек.

@epoddubny","The number of civilians injured in the shelling of the Tekstilshchik neighborhood in Donetsk has risen to 10.

@epoddubny",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
224,"Киевские боевики открыли огонь по Кировскому району Донецка. Били из РСЗО «ГРАД». Под обстрел попал рынок. По предварительной информации три человека погибли, еще 5 мирных жителей получили ранения.

@epoddubny","The Kiev separatists opened fire on the Kirovsky district of Donetsk. They used Grad multiple launch rocket systems. The market was also hit. According to preliminary information, three people were killed, and five civilians were injured.",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
225,"Белгородский губернатор сообщил о новом обстреле со стороны Украины села Нехотеевка, повреждены жилые постройки и личный транспорт.

@epoddubny","The governor of Belgorod reported a new artillery strike from Ukraine on the village of Nekhoteevka, with residential buildings and private vehicles damaged.",,,"This post describes a human rights violation involving deliberate destruction of civilian property or infrastructure. It includes attacks on homes, residential buildings, or essential facilities such as hospitals, schools, and utilities. The emphasis is on targeted damage meant to intimidate, displace, or harm civilian life."
226,"Можете не искать https://t.me/izvestia/86642, его пытали и убили нацисты Азова.","You don't need to search for https://t.me/izvestia/86642, the Nazis from Azov tortured and killed him.",,,"This post describes a human rights violation involving sexual violence, severe torture, or execution. It includes acts intended to cause extreme suffering, coercion, fear, or death. The emphasis is on serious bodily harm or coercive, violent actions against individuals."
227,"Число пострадавших от обстрела села Головчино увеличилось до трех. Повреждено 30 домов.

@epoddubny",The number of casualties from the shelling of Golyavchino village has increased to three. Thirty homes have been damaged.,,,"This post describes multiple human rights violations, including both deliberate harm to civilians and intentional destruction of civilian property or infrastructure. Civilians may be attacked directly, and their homes or essential facilities may be damaged or destroyed. The post reflects a combination of violence against people and violence against civilian structures."
228,"Украинские боевики расстреливают гражданских пытающихся выехать из Краматорска.

НМ ДНР: «По информации, полученной от жителей города Краматорска, нам стало известно о серии убийств мирных жителей украинскими националистами с целью завладения их транспортными средствами. Так, на выезде из города по автодороге Н-20 в направлении Славянска боевики останавливали и изымали транспортные средства, при попытке сопротивления, владельца автомобиля и его пассажиров расстреливали на обочине.

Нам достоверно известно о 23 убитых украинскими националистами мирных жителях, реальное количество жертв может быть гораздо больше».

@epoddubny","Ukrainian militants are shooting civilians trying to leave Kramatorsk.

DNR NM: ""According to information received from the residents of Kramatorsk, we learned about a series of murders of civilians by Ukrainian nationalists with the aim of seizing their vehicles. Specifically, at the exit from the city on Highway N-20 towards Slavyansk, militants stopped and confiscated vehicles. When there was resistance, the owners of the cars and their passengers were shot on the side of the road.

We have confirmed 23 civilian deaths caused by Ukrainian nationalists, but the actual number of victims may be much higher.""

@epoddubny",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
229,"Вернусь ещё раз к теме [сегодняшней зачистки](https://t.me/vysokygovorit/7882) в селе Долгенькое (Изюмский фронт), во время которой в одном из опорных пунктов ВСУ была найдена убитой и изнасилованной местная жительница. Это не первая подобная находка, и могу с полной уверенностью сказать, что не последняя. В селе Кутузовка под Харьковом, после нашего отъезда, картина была похожей. Каратели вошли в село, изнасиловали женщин и расстреляли мужчин. Не всех, но подозрения в сотрудничестве с российскими войсками (например, что местные жители отбирали у солдат сигареты или давали им воду) были достаточными для приведения «приговора» в исполнение.

Не знаю, что происходит с Всущенко и откуда такая ненависть к жителям юго-восточных регионов, но они явно перешли все границы морали. Возможно, на них влияют собственные тяжёлые потери, а может, виновата пропаганда о превосходстве «истинных украинцев» над «донбасской сволочью». В любом случае, солдаты совсем потеряли чувство человечности, чтобы позволить себе такое.","I'll return once again to the topic of [today's sweep](https://t.me/vysokygovorit/7882) in the village of Dolgenkoye (Izyum Front), during which a local woman was found murdered and raped in one of the Ukrainian Armed Forces' strongholds. This isn't the first such discovery, and I can say with absolute certainty it won't be the last. In the village of Kutuzovka near Kharkiv, after we left there, the scene was similar. Punishers entered the village, raped the women, and shot the men. Not all of them, but the suspicion of collaboration with Russian troops (for example, locals taking cigarettes from soldiers or giving them water) was enough for the 'sentence' to be carried out.

 I don't know what's going on with the Vsushchenkos, or where such hatred for the residents of the southeastern regions comes from, but they've truly crossed all moral boundaries. Perhaps their own heavy losses are having an impact on them, or perhaps the propaganda about the superiority of ""true Ukrainians"" over the ""Donbas ragtag"" is to blame. In any case, the soldiers have lost all sense of humanity to allow themselves to do such things.",,,"This post describes multiple human rights violations including harm or killing of civilians and sexual violence, torture, or execution. It indicates that civilians are not only attacked directly but may also be subjected to severe abuse or extreme violence. This combination reflects high-intensity violence targeting civilian populations."
230,"Я разговаривал с жителями Изюма; больше всего местные боятся возвращения Украины. Они говорят, что нас осудили. Раз мы не покинули город, значит, мы сепаратисты, которых нужно уничтожить. Отсюда все эти бесконечные обстрелы жилых кварталов кассетными боеприпасами, отсюда убийства и изнасилования местных жителей, пытающихся сбежать от войны.

Повторю ещё раз для тех, кто до сих пор не понимает, с кем мы воюем и почему. Мы не воюем с красивой картинкой, которую круглосуточно транслируют западные информационные агентства. Эти картинки представляют изысканному западному потребителю храброго украинского солдата, защищающего свою Родину от врага. Но суровая реальность совершенно иная. В этой самой реальности российский солдат сражается с самой нежитью.

Подтверждением этому могут служить мертвые мужчины, женщины и дети, лежащие в сгоревших автомобилях перед украинскими блокпостами возле Старого Салтова, опозоренные и убитые на украинских опорных пунктах в Долгеньком, остывающие после того, как очередной украинский кассетный боеприпас упал на улицы Изюма.","I spoke with residents of Izyum; the greatest fear among the locals is that Ukraine will return there. They say we've been condemned. Since we haven't left the city, that means we're separatists who must be killed. Hence all these endless shelling of residential areas with cluster munitions, hence the murders and rapes of locals trying to escape the war.

I'll repeat this again for those who still don't understand who we're fighting and why. We're not fighting the pretty picture Western news agencies broadcast 24/7. These images present a brave Ukrainian soldier to the refined Western consumer, defending his Motherland from the enemy. But the harsh reality is quite different. In this very reality, the Russian soldier fights against the very undead.

And this could be confirmed by the dead men, women, and children lying in burnt-out cars in front of Ukrainian checkpoints near Staryi Saltov, disgraced and murdered at Ukrainian strongholds in Dovhenke, cooling off after another Ukrainian cluster munition hit the streets of Izyum. ",,,"This post describes multiple human rights violations, including both deliberate harm to civilians and intentional destruction of civilian property or infrastructure. Civilians may be attacked directly, and their homes or essential facilities may be damaged or destroyed. The post reflects a combination of violence against people and violence against civilian structures."
231,"Председатель комиссии Эрик Мёсе представил Совету ужасающие подробности расследования, отметив, что в Херсонской области «российские солдаты насиловали и совершали акты сексуального насилия в отношении женщин в возрасте от 19 до 83 лет», часто сопровождая это угрозами или совершением других правонарушений.

«Часто членов семьи держали в соседней комнате, из-за чего они были вынуждены слышать происходящие нарушения», — сказал г-н Мёсе.","Commission Chair Erik Møse provided harrowing details on the findings to the Council, noting that in the Kherson region, “Russian soldiers raped and committed sexual violence against women of ages ranging from 19 to 83 years”, often together with threats or commission of other violations.

“Frequently, family members were kept in an adjacent room, thereby forced to hear the violations taking place,” Mr. Møse said.
",,,"This post describes a human rights violation involving sexual violence, severe torture, or execution. It includes acts intended to cause extreme suffering, coercion, fear, or death. The emphasis is on serious bodily harm or coercive, violent actions against individuals."
232,"‼️🇷🇺🇺🇦 **Украинский боевик осужден за убийство и изнасилование** ▪️В апреле прошлого года на территории завода «Азовмаш» в Мариуполе дислоцировалось подразделение Вооруженных сил Украины, в котором служил замполит роты старший лейтенант Сергей Батинский. ▪️Батынский, зная, что его сослуживцы задержали двух мирных жителей и поместили их в подвал, изнасиловал женщину, угрожая застрелить ее. После этого Батинский застрелил задержанного из пистолета. ▪️Суд приговорил Батинского к 25 годам колонии строгого режима. **t.me/RVvoenkor**","‼️🇷🇺🇺🇦 **Ukrainian militant convicted of murder and rape** ▪️In April of last year, a unit of the Ukrainian Armed Forces was stationed on the territory of the Azovmash plant in Mariupol, in which the company's political officer, Senior Lieutenant Sergei Batynsky, served. ▪️Batynsky, knowing that his fellow soldiers had detained two civilians and placed them in a basement, raped a woman, threatening to shoot her. Batynsky then shot the detainee with a pistol. ▪️The court sentenced Batynsky to 25 years in a maximum-security penal colony. **t.me/RVvoenkor**",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
233,"**СК ****@sledcom_press**** показал кадры допроса украинского военного, который признался в изнасиловании жительницы Мариуполя и убийстве её знакомого. **Речь о старшем лейтенанте Сергее Батынском, замкомандира роты огневой поддержки по воспитательной работе войсковой части А-2777 36-й бригады морской пехоты ВСУ. По данным следствия, в начале апреля бойцы этой бригады задержали проезжавшую мимо блокпоста на велосипедах пару. Несмотря на мариупольскую прописку, обоих кинули в подвал. Уже там Батынский напился и, угрожая убийством, изнасиловал женщину. Когда её спутник попытался заступиться, боевик застрелил его. В отношении Батынского СК РФ возбудил уголовное дело о жестоком обращении с гражданским населением.","The Investigative Committee ****@sledcom_press**** showed footage of the interrogation of a Ukrainian soldier who confessed to raping a Mariupol resident and killing her acquaintance. This is Senior Lieutenant Sergei Batynsky, deputy commander of the fire support company for educational work at military unit A-2777 of the 36th Marine Brigade of the Ukrainian Armed Forces. According to investigators, in early April, soldiers from this brigade detained a couple riding bicycles past a checkpoint. Despite their Mariupol registration, they were thrown into a basement. There, Batynsky got drunk and, threatening to kill the woman, raped her. When her companion tried to intercede, the militant shot him. The Russian Investigative Committee has opened a criminal case against Batynsky for cruelty to civilians.",,,"This post describes several severe human rights violations, including harm or killing of civilians, sexual violence, torture, or execution, and mistreatment or coercive abuse of detainees. Civilians may be attacked directly, subjected to extreme violence, or abused while detained. This combination indicates broad, multi-layered violations against both civilians and detainees."
234,"**Жесть! Россия отправила на войну беззащитного инвалида** 22-летнего Алексея Вахрушева из Пермского края РФ заставили подписать контракт с Минобороны, несмотря на подтверждённый диагноз умственной отсталости. Парня с интеллектом ребёнка отправили на войну в Украине. В учебной части над ним издевались, избивали и угрожали изнасилованием. В августе 2024 года Вахрушева обвинили в краже продуктов. Несмотря на то, что у него ничего не нашли, силовики угрозами заставили его подписать контракт. @nexta_live","**Brutal! Russia sent a defenseless disabled man to war**. 22-year-old Alexei Vakhrushev from the Perm region of Russia was forced to sign a contract with the Ministry of Defense, despite a confirmed diagnosis of mental retardation. A young man with the intelligence of a child was sent to war in Ukraine. At his training unit, he was bullied, beaten, and threatened with rape. In August 2024, Vakhrushev was accused of stealing food. Despite the fact that nothing was found on him, security forces threatened him into signing the contract. @nexta_live",,,"This post describes a human rights violation where military or government forces intentionally harm or kill civilians. It may involve direct attacks on unarmed individuals, deliberate use of lethal force, or actions that result in civilian casualties. The core focus is violence directed at non-combatants."
235,"**Главное к этому часу** 📌В результате российского обстрела вокзала в Краматорске погибли 52 человека, ещё 109 получили ранения","**The main news of this hour** 📌As a result of Russian shelling of the Kramatorsk train station, 52 people were killed and another 109 were injured.",,,"This post describes multiple human rights violations, including both deliberate harm to civilians and intentional destruction of civilian property or infrastructure. Civilians may be attacked directly, and their homes or essential facilities may be damaged or destroyed. The post reflects a combination of violence against people and violence against civilian structures."
236,📌Уполномоченный Верховной Рады по правам человека Людмила Денисова рассказала об изнасилованиях оккупантами несовершеннолетних,📌The Verkhovna Rada Commissioner for Human Rights Lyudmila Denisova spoke about the rape of minors by occupiers.,,,"This post describes multiple human rights violations involving sexual violence, torture, or execution, as well as mistreatment or coercive abuse of detainees. It reflects both extreme violence and abusive treatment of individuals held in custody or under control."
237,"На территории Украины бывший немецкий военнослужащий был арестован по подозрению в сексуальном насилии, сообщает Bild. Ожидается, что он будет экстрадирован в Германию. В Германии с 2021 года ведется расследование в отношении 29-летнего Бена Б. Следователи подозревают, что он совершил по меньшей мере три изнасилования на Украине, где выкладывал видеозаписи в интернет. Его подозревают в совершении по меньшей мере трех изнасилований. В его баварской квартире были обнаружены тысячи фотографий и видеозаписей, связанных с сексуальным насилием над детьми. В 2022 году ему запретили носить военную форму и выполнять служебные обязанности. Однако в 2023 году он неожиданно появился на передовой против России, участвовал в боях в Бахмете и снимал это на камеру. Он получил ранения и поделился своим опытом с Bild. Подозрения остаются в силе, и сейчас на украинской территории против него возбуждено уголовное дело, в том числе по обвинению в изнасиловании несовершеннолетней. @anna_news (https://t.me/anna_news/76153) [Источник] https://www.bild.de/politik/germany-soldier-ben-b-is-arrested-for-sexual-assaults-1.4800445","A former German soldier has been arrested in Ukraine on suspicion of sexual assault, Bild reports. He is expected to be extradited to Germany. Since 2021, Germany has been investigating 29-year-old Ben B. Investigators suspect he committed at least three rapes in Ukraine, where he posted the videos online. He is suspected of committing at least three rapes. Thousands of photographs and videos of child sexual abuse were found in his Bavarian apartment. In 2022, he was banned from wearing a military uniform and performing official duties. However, in 2023, he unexpectedly appeared on the front lines against Russia, participating in fighting in Bakhmet and filming it. He was wounded and shared his experience with Bild. The suspicions remain, and criminal proceedings have now been opened against him in Ukraine, including on charges of raping a minor. @anna_news (https://t.me/anna_news/76153) [Source] https://www.bild.de/politik/germany-soldier-ben-b-is-arrested-for-sexual-assaults-1.4800445",,,"This post describes a human rights violation involving sexual violence, severe torture, or execution. It includes acts intended to cause extreme suffering, coercion, fear, or death. The emphasis is on serious bodily harm or coercive, violent actions against individuals."
238,"На территории Украины бывший немецкий военнослужащий был арестован по подозрению в сексуальном насилии, сообщает Bild. Ожидается, что он будет экстрадирован в Германию. В Германии с 2021 года ведется расследование в отношении 29-летнего Бена Б. Следователи подозревают, что он совершил по меньшей мере три изнасилования на Украине, где выкладывал видеозаписи в интернет. Его подозревают в совершении по меньшей мере трех изнасилований. В его баварской квартире были обнаружены тысячи фотографий и видеозаписей, связанных с сексуальным насилием над детьми. В 2022 году ему запретили носить военную форму и выполнять служебные обязанности. Однако в 2023 году он неожиданно появился на передовой против России, участвовал в боях в Бахмете и снимал это на камеру. Он получил ранения и поделился своим опытом с Bild. Подозрения остаются в силе, и сейчас на украинской территории против него возбуждено уголовное дело, в том числе по обвинению в изнасиловании несовершеннолетней. @anna_news (https://t.me/anna_news/76153) [Источник] https://www.bild.de/politik/germany-soldier-ben-b-is-arrested-for-sexual-assaults-1.4800445","On Ukraine's territory, a former German soldier has been arrested on suspicion of sexual assault allegations, reports Bild. He is expected to be extradited to Germany. In Germany, an investigation into 29-year-old Ben B. is underway since 2021. The investigators suspect that he committed at least three rapes in Ukraine, where he posted videos online. He is suspected of committing at least three rapes. In his Bavarian apartment, there were thousands of photos and video recordings related to sexual abuse of children. In 2022, he was banned from wearing military uniforms and performing official duties. However, in 2023, he unexpectedly appeared on the front lines against Russia, participated in battles in Bakhmet, and filmed this on camera. He received injuries and shared his experiences with Bild. The suspicions remain active, and now on Ukrainian soil, a criminal case is being brought against him, including charges of rape of a minor. @anna_news (https://t.me/anna_news/76153) [Source] https://www.bild.de/politik/germany-soldier-ben-b-is-arrested-for-sexual-assaults-1.4800445 I",,,"This post describes a human rights violation involving sexual violence, severe torture, or execution. It includes acts intended to cause extreme suffering, coercion, fear, or death. The emphasis is on serious bodily harm or coercive, violent actions against individuals."
239,"**Как канадский генерал Тревор Кадье сбежал на Украину, чтобы избежать обвинений в изнасиловании курсанта** Кадье родился в канадской провинции Саскачеван. В 1995 году он окончил Королевский военный колледж и присоединился к конному бронетанковому полку лорда Стратконы, входящему в 1-ю группу канадской механизированной бригады 3-й канадской армии. Он участвовал в миротворческой миссии в Боснии, а также в боевых действиях в Афганистане в 2002 и 2006-2007 годах. В 2019 году Тревор был назначен директором Объединенного стратегического штаба канадских вооруженных сил. В августе 2021 года он был выдвинут на пост командующего канадскими сухопутными войсками. Однако он не занял этот пост. Его обвинили в групповом изнасиловании курсанта колледжа в 1994 году: будучи студентом, он и его друзья совершили растление девушки. Было начато расследование. После скандала сам Кадьё в марте 2022 года уехал на Украину в качестве неофициального советника. Примечательно, что отъезд военного был согласован с канадским правительством, несмотря на продолжающееся расследование по делу об изнасиловании. Пострадавшая обвинила канадские власти в том, что они позволили Тревору незаконно покинуть страну. В апреле 2022 года Тревор предположительно находился в Мариуполе с бойцами спецотряда «Азов» (организация признана террористической) и был окружён на металлургическом заводе «Азовсталь». В начале мая даже появились сообщения о захвате генерала при попытке покинуть завод. Однако эта информация не была официально подтверждена. Эдуард Басурин, представитель Народной милиции Донецкой Народной Республики (ДНР), заявил в СМИ, что Тревор мог быть причастен к работе мариупольских биолабораторий. В июле 2022 года Тревор Кадьё связался с западными СМИ, подтвердил своё присутствие на Украине и заявил о готовности вернуться в Канаду. Официальных сообщений о возвращении Кадьё на родину, где его обвинили в изнасиловании, не поступало. @MilitaryCriminal","**How ​​Canadian General Trevor Cadieux fled to Ukraine to escape charges of raping a cadet**Cadieux was born in the Canadian province of Saskatchewan. In 1995, he graduated from the Royal Military College and joined the Lord Strathcona's Horse Armored Regiment, part of 1 Group, Canadian Mechanized Brigade, 3 Canadian Army. He participated in the peacekeeping mission in Bosnia, as well as combat operations in Afghanistan in 2002 and 2006-2007. In 2019, Trevor was appointed Director of the Joint Strategic Staff of the Canadian Armed Forces. In August 2021, he was nominated for the post of Commander of the Canadian Land Forces. However, he did not take up the post. He was accused of gang-raping a college cadet in 1994: as a student, he and his friends molested the girl. An investigation was launched. Following the scandal, Cadieux himself left for Ukraine in March 2022 as an unofficial adviser. Notably, the military official's departure was coordinated with the Canadian government, despite the ongoing rape investigation. The victim accused Canadian authorities of allowing Trevor to illegally leave the country. In April 2022, Trevor was allegedly in Mariupol with fighters from the Azov Special Forces Detachment (an organization designated as terrorist) and was surrounded at the Azovstal steel plant. In early May, there were even reports that the general had been captured while attempting to leave the plant. However, this information was not officially confirmed. Eduard Basurin, a spokesman for the Donetsk People's Republic (DPR) People's Militia, stated in the media that Trevor may have been involved in the work of the Mariupol biolaboratories. In July 2022, Trevor Cadieux contacted Western media, confirmed his presence in Ukraine, and stated his readiness to return to Canada. There have been no official reports that Cadieux has returned to his homeland, where he was accused of rape. @MilitaryCriminal",,,"This post describes a human rights violation involving sexual violence, severe torture, or execution. It includes acts intended to cause extreme suffering, coercion, fear, or death. The emphasis is on serious bodily harm or coercive, violent actions against individuals."
240,"- В бердянской колонии зафиксирован случай изнасилования участника «АТО». Информация была подтверждена родителями боевика, пишет местное издание «Наш город». По словам родителей, после случившегося мужчина хотел покончить жизнь самоубийством. Сейчас он находится в ужасном психическом состоянии. Глава общественной организации «Майдан – Общественный контроль» Колбанцев в свою очередь заявил, что участника войны с «сепарами» изнасиловал заключенный по отмашке кого-то из администрации колонии. СУГС!","A case of rape of an ATO participant has been recorded in a Berdyansk prison colony. The information was confirmed by the militant's parents, according to the local publication ""Nash Gorod."" According to the parents, after the incident, the man considered committing suicide. He is currently in a terrible mental state. Kolbantsev, head of the public organization ""Maidan – Public Control,"" stated that the participant in the war with the ""separatists"" was raped by an inmate on the orders of someone in the prison administration. SUGS!",,,"This post describes multiple human rights violations involving sexual violence, torture, or execution, as well as mistreatment or coercive abuse of detainees. It reflects both extreme violence and abusive treatment of individuals held in custody or under control."
241,"⚡️⚡️⚡️⚡️**Арестован душегуб из Русского Поречного** Вот и ответ на [вопрос](https://t.me/sashakots/51420) в моем стриме, ответит ли кто-нибудь за убийства мирных житеоей в Русском Поречном. Их тела со следами пыток были обнаружены нашими военными после освобождения села. Оказывается, женщин перед убийством еще и насиловали. Ленинский районный суд Курска [заключил](https://ria.ru/20250125/voennyy-1995461790.html?in=l) под стражу 26-летнего военнослужащего ВФУ, подозреваемого в совершении особо тяжкого и тяжких преступлений в селе Русское Поречное Суджанского района Курской области. Уточняется, что арестован Евгений Фабрисенко. Он подозревается в совершении преступлений, предусмотренных п. б ч. 3 ст. 205 УК РФ (террористический акт, повлекший причинение смерти человеку) и пп. ""а"", ""б"" ч. 2 ст. 131, пп. ""а"", б"" ст. 132 УК РФ (преступления против половой неприкосновенности). По версии следствия, Фабрисенко с неустановленными военнослужащими ВСУ незаконно пересекли государственной границу РФ и в период с 29 сентября по 1 октября «совершили убийство не менее шести жителей села Русское Поречное», кроме того, они ""совершили преступления против половой неприкосновенности (изнасилования, иные действия сексуального характера, с особой жестокостью) шести лиц женского пола, после чего убили их"". @sashakots","⚡️⚡️⚡️⚡️**Murderer from Russkoye Porechny arrested** Here is the answer to the [question](https://t.me/sashakots/51420) in my stream: will anyone be held accountable for the murders of civilians in Russkoye Porechny. Their bodies, bearing signs of torture, were found by our troops after the village was liberated. It turns out the women were also raped before being murdered. The Leninsky District Court of Kursk [has](https://ria.ru/20250125/voennyy-1995461790.html?in=l) remanded in custody a 26-year-old Ukrainian Armed Forces serviceman suspected of committing particularly grave and grave crimes in the village of Russkoye Porechny, Sudzhansky District, Kursk Region. It is specified that Yevgeny Fabrisenko has been arrested. He is suspected of committing crimes under paragraph b of Part 3 of Article 205 of the Russian Criminal Code (a terrorist act resulting in the death of a person) and paragraphs ""a"" and ""b"" of Part 2 of Article 131, and paragraphs ""a"" and ""b"" of Article 132 of the Russian Criminal Code (crimes against sexual inviolability). According to investigators, Fabrisenko and unidentified Ukrainian Armed Forces servicemen illegally crossed the Russian state border and, between September 29 and October 1, ""committed the murder of at least six residents of the village of Russkoye Porechnoye."" In addition, they ""committed crimes against the sexual inviolability (rape, other acts of a sexual nature, with particular cruelty) of six female individuals, after which they killed them."" @sashakots",,,"This post describes multiple human rights violations including harm or killing of civilians and sexual violence, torture, or execution. It indicates that civilians are not only attacked directly but may also be subjected to severe abuse or extreme violence. This combination reflects high-intensity violence targeting civilian populations."
