,Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
477,9878,"**❗️Более длительные и жёсткие отключения света могут быть по всей Украине, так как наша энергосистема связана между собой, — заявил Тимошенко

**Пока ограничения вводятся в** Киеве, Киевской, Житомирской, Черниговской и Черкасской областях. **Отключения могут длиться **дольше 4 часов** и, скорее всего, **они продлятся до конца дня.

**В связи с этим, **украинцев во всех областях призывают экономить электроэнергию.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
478,9879,"⚡️**В Украине **[создали](https://www.facebook.com/ukrspecsystems/videos/638298307906715)** новый беспилотник ""ШАРК"", способный корректировать огонь HIMARS

**Беспилотник **полностью украинский** - от идеи до производства. Он устойчив к работе в условиях РЭБ и полностью готов к применению в боевых условиях. Создан специально **для проникновения на временно оккупированную территорию для проведения глубинной аэроразведки.

Характеристики ТТХ ""ШАРК""**: 
▪️Время полета – более 2 часов;
▪️Дальность полета в тылу врага – 60 км;
▪️может вести наблюдение на расстоянии до 5 км от беспилотника до объекта;
▪️Крейсерская скорость – 70-90 км/ч;
▪️Максимальная скорость полета – 150 км/ч;

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
479,9880,"**⚡️После 16:00 ожидается выступление Президента РФ Путина, — Россия-24

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
480,9881,"❗️**Свет в Киевской области могут отключать на неопределенный срок

**Об этом предупредил глава ОВА Алексей Кулеба** и призвал максимально подготовиться к режиму экономии электроэнергии.

**К сожалению, в нынешних реалиях, это может коснуться всех областей. Поэтому мы советуем **всем украинцам всегда держать павербанки заряженными.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
481,9882,"**❗️Беспрецедентные экстренные ограничения подачи электроэнергии вводят в Киеве и центральных областях

**ДТЭК [сообщает](https://www.facebook.com/dtekkem/posts/pfbid0GtLQcptTTTAqtsUhi9p13FfbA59ThBBJzb9rasN3wGbAWCdxdfFyCyVW1tfAwXFdl), что в столице и области дефицит мощности — 30% потребления. **Графики отключений, составленные накануне, больше не актуальны,** в ближайшие дни будут применены более жесткие и продолжительные отключения электроснабжения.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
482,9883,"**❗️Россия во время отступления может устроить теракты с подрывом жилых массивов в Херсонской области и даже техногенную катастрофу на ЗАЭС, чтобы полностью вывести ее из строя — представитель Генштаба ВСУ Громов

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
483,9884,"**⚡️Запуска ракет не было. Ранее в Киевской ОВА писали об обезвреживании взрывоопасных предметов в Бучанском и Вышгородском районах Киевской области с 10:00 до 15:00**

Так что по всей видимости это работа наших саперов.**

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
484,9885,"**❗️На месте взрыва на Киевщине** **поднимается дым

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
485,9886,"❗️Сообщают о взрывах в Киевской области

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
486,9887,"❗️**Еще одна масштабная воздушная тревога в Украине. На сей раз из-за Беларуси и Миг-31К

**Готовьте, такая дичь будет еще несколько ближайших дней.**

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
487,9888,"**⚡️Китай может отказаться от Tайваня, чтобы захватить восточную Россию, **[пишет](https://www.forbes.com/sites/craighooper/2022/10/24/as-russia-gets-weaker-xi-jinping-may-forgo-taiwan-to-grab-eastern-russia/?sh=6e25add66ce4)** аналитик по национальной безопасности США Крейг Хупер

**Он говорит о договорах, подписанных более ста лет назад, когда к России перешли земли к северу от реки Амур и к востоку от Усури. ""Основания для ""пересмотра"" китайско-российской границы глубоки. Китай мог бы легко найти** предлог для отмены текущих соглашений, требуя, чтобы Россия вернула Владивосток,** а также **около 23 000 квадратных миль бывшей китайской территории**"", - пишет аналитик. 

А перспектива, и правда, неплохая. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
488,9889,"**На фоне российских обстрелов критической инфраструктуры Украины, СБУ **[проверяет](https://interfax.com.ua/news/general/868338.html)** предприятия на наличие потенциальных коллаборантов 

**Уже** задержан один из работников ТЭС, который передавал РФ данные по расположению энергетических объектов**, а затем собирал результаты обстрелов и передавал оккупантам. 

Всем коллаборантам к бутылке приготовиться.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
489,9890,"❗️**Зафиксированы пуски ракет со стороны Ростова-на-Дону в 09:40. Время подлёта к украинским городам 10:40 — 12:00

UPD: **пошли отбои тревог. Некоторые из ракет сбили в районе Краматорска, а некоторые прилетели в Донецкой области.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
490,9891,"**❗️Масштабная воздушная тревога в Украине. Причина: активность авиации в РФ

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
491,9892,"**Последствия пожара на нефтебазе в оккупированном Шахтерске

**Русня, что все-таки с лицом? 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
492,9893,"**❗️Модернизированные тактические ядерные бомбы B61-12 США разместят в Европе раньше, чем планировалось. Их привезут уже в этом декабре, а не в 2023 году, — **[Politico](https://www.politico.com/news/2022/10/26/u-s-plans-upgraded-nukes-europe-00063675)

Всё из-за русни.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
493,9894,"**Как тебе такое, Илон Маск? РФ угрожает нанести удар по спутникам Starlink

**Если украинские военные будут и далее использовать коммерческие спутники, **они могут стать законной целью для ВС РФ**. Об этом заявил замглавы департамента по нераспространению и контролю над вооружениями МИД РФ Константин Воронцов.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
494,9895,"**""Альфа-банк""** **национализируют

**Как сообщила нардеп, заместитель председателя экономического комитета ВР Роксолана [Пидласа](https://telegraf.com.ua/ukr/jekonomika-i-finansy/2022-10-26/5720764-alfa-bank-povtorit-sudbu-privata-nardep-pidlasa), **Нацбанк должен формально признать ""Альфа-банк"" неплатежеспособным, докапитализировать и после этого будет национализация**. ""Процесс похож на национализацию ""ПриватБанка"" в 2016 году"", - рассказала она.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
495,9896,"**Угроза ядерного удара со стороны рф является самой высокой с 24 февраля**, [сообщает](https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-10-26-22#h_7fea155bedd4dbf214f05d6a665c11c9) CNN. 

На фоне растущего напряжения Киев даже посетил **директор ЦРУ Уильям Бернс,** который пообещал Зеленскому непрерывный обмен разведданными. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
496,9897,"**Была бы украинская, была бы чистая. Народное творчество на тему ""грязной бомбы"" 

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
497,9898,"**⚡️США провели успешные испытания компонентов гиперзвукового оружия** — Reuters

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
498,9899,"**❗️Сообщается о взрыве в Беларуси, н.п. Осиповичи.** Причина пока неизвестна.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
499,9900,"⚡️**Илон Маск все-таки купил Twitter

**""Вход в штаб-квартиру Twitter"", – написал он на своей странице и опубликовал соответствующее видео. Статус в Twitter также сменил — на Chief Twit.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
500,9901,"**Вечернее обращение Зеленского

**Главное:
▪️Энергетики постоянно работают над восстановлением инфраструктуры, но украинцам нужно экономить электроэнергию; 
▪️Ситуация на передовой без существенных изменений — самые горячие точки сейчас на Бахмутском направление и в районе Авдеевки. 
▪️Количество сбитых российских вертолётов приближается уже к 250. Восстановить потери авиации у России не получится. 
▪️Провел встречу Гвинеи-Бисау, обсудили, в том числе, работу ""зерновой инициативы"", которую Россия пытается блокировать, ставя под угрозу мировую продовольственную безопасность. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
501,9902,"**Тревога у нас, а нефтебаза горит в оккупированном Шахтерске 

**Хорошо горит.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
502,9903,"**⚡️ВСУ смогут отбросить русню на позиции 23 февраля в течение двух месяцев и освободить Крым к лету 2023 года — экс-командующий войсками США в Европе Бен Ходжес 

**Условием является то, что США будут поддерживать Украину и санкции против России продолжат работать. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
503,9904,"**❗️В Украине снова масштабная воздушная тревога. Опять взлет МиГ-31К в Беларуси, который может нести сверхзвуковые ракеты ""Кинжал"". Также в сторону Одессы летят Шахеды

**Как они все уже задолбали🤦🏻‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
504,9905,"**❗️Украина получила от **[**Израиля**](https://t.me/ukrinformator/28165)** системы SmartShooter для перехвата иранских дронов — израильское издание **[**Debka

**](https://www.debka.co.il/%D7%A6%D7%91%D7%90-%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%94%D7%AA%D7%A7%D7%99%D7%9F-%D7%90%D7%AA-%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%94%D7%99%D7%99%D7%A8%D7%95%D7%98-%D7%94%D7%99%D7%A9/)Smartshooter, который установлен на легкие самолеты и беспилотники, **работает по принципу ""один выстрел – один удар"", управляется искусственным интеллектом** и системой передовых радаров.

Ждем официальных подтверждений. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
505,9906,"**⚡️Украина начала сотрудничество с Израилем в сфере разведки и обороны, — Зеленский

**Русне приготовиться.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
506,9907,"❗️**Путин снова просил Зеленского о переговорах**, — **рассказал Президент Гвинеи-Бисау, который сегодня был с визитом в Украине 

**Зеленский ответил, что ""готовый к переговорам Путин"" в то же время ударил по украинцам уже 400 беспилотниками.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
507,9908,"**Русня сбежала и оставила нашим бойцам целый арсенал оружия и боеприпасов

**Не останавливайтесь, нам нравится 😉

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
508,9909,"**❗️МИГ-31К в Беларуси приземлился и по Украине пошли отбои тревог. Пусков зафиксировано не было, просто мешали украинцам спокойно жить

**Такие воздушные тревоги могут продолжаться ещё несколько дней из-за учений в Беларуси российской авиации

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
509,9910,"**К слову о ""**[**грязной бомбе**](https://t.me/ukrinformator/28159)**"". В качестве доказательств подготовки Украиной такой бомбы, Россия использовала фото хранилища радиоактивных отходов АЭС в Словении**😂

Украли бы хоть фото посвежее, этому 12 лет 🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
510,9911,"""**Украина завершила подготовку к провокации** **с** **""грязной бомбой""** — **РосСМИ**🤡

Пропагандоны сообщают, что мы подготовили **муляж ракеты «Искандер» на основе снаряда «Точка-У», который планируем начинить радиоактивным материалом и якобы сбить над зоной отчуждения ЧАЭС.

**А мы то думали, фантазия уже иссякла. Но помним, что Россия любит анонсировать свои преступления. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
511,9912,"**❗️Снова тревога по всей территории Украины. Опять вылет МИГ-31 К в Беларуси

С предыдущего отбоя не прошло и 15 минут🤦🏻‍♂️

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
512,9913,"**""Отставить слезы. Вы защищаете родину"", — на России девятиклассница с комсомольским задором гонит плачущих мобилизованных на убой

**Кринж дня.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
513,9914,"❗️**Воздушная тревога почти по всей территории Украины из-за активности вражеской авиации в Беларуси**

Летают МиГ-31К (носитель «Кинжалов) и истребители.**
**
[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
514,9915,"**❗️Сенат Польши **[**принял резолюцию**](https://www.senat.gov.pl/aktualnoscilista/art,15096,51-posiedzenie-senatu-pierwszy-dzien.html)** о признании режима в России террористическим

**""За"" проголосовали абсолютно все присутствующие сенаторы.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
515,9916,"**⚡️Экипаж авианосца США, который находится в европейских водах, готовится к войне с Россией и готов вступить в неё в случае необходимости, — **[Sky News

](https://news.sky.com/story/ready-for-anything-us-aircraft-carrier-crew-training-for-war-with-russia-but-aims-to-deter-threats-12730460)[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
516,9917,"**⚡️В Мачулищах пошёл на взлёт Миг-31К ВКС РФ, который является носителем ракет ""Кинжал""

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
517,9918,"**❗️Воздушная тревога по всей Украине, кроме оккупированного Крыма из-за активности вражеской авиации

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
518,9919,"**⚡️Путин заявил, что России известно о планах использования ""грязной бомбы"" Украиной**🤡

Также, по его словам, у нас **формируется некий черный рынок оружия,** Украину **превратили в ""полигон для биологических экспериментов**, а теперь накачивают оружием"" и вообще ""**Украина стала инструментом внешней политики США**, практически потеряла суверенитет"".

Бункерный совсем крышей поехал 🤯

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
519,9920,"⚡️**Под руководством Путина проводится тренировка по нанесению массированного ядерного удара в ответ на ядерный удар противника, — Шойгу🤡

**В Кремле утверждают, что ""все ракеты достигли целей, подтвердив заданные характеристики"". 

Дебильные учения, ведь после первого ядерного удара отвечать уже будет некому.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
520,9921,"⚡️**Президент Израиля, пребывая в США, показал доказательства применения Россией иранских дронов в Украине

**""Это дрон ""Шахед-136"", который презентовали на аукционе в Иране в декабре 2021 года, посмотрите на хвост и крылья дрона, и сравните его с тем, что было найдено в Украине. **Это точно тот же продукт, но он скрыт кириллическими буквами** (Герань-2), но даже шрифт точно такой же"", — заявил Герцог.

Также он заявил, что у этих дронов **абсолютно одинаковые моторы.

**Ждём реакцию от США и всего мира на действия Ирана.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
521,9922,"**⚡️Путин сегодня проведет оперативное совещание с постоянными членами Совбеза. Оно ожидается во второй половине дня, — росСМИ

**К слову, после последнего такого совещания на временно оккупированных территориях [было введено военное положение](https://t.me/ukrinformator/27765).

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
522,9923,"**⚡️В Украине впервые сбили российскую ракету благодаря приложению ""єППО**""

""Калибр"" летел на очень малой высоте и не отслеживался системами ПВО. Обнаружить его удалось благодаря украинцам, которые передали информацию через [приложение](https://www.facebook.com/gennadiy.suldin/posts/pfbid02JCtb4SRCyJvnzAK1u74xu37kkdZDbQ2fJXJxqK3b7Df1PCJ6ppYsNhbSp7tYkUnhl). **Зенитчики ВСУ получили ее в считанные секунды и имели возможность подготовиться и сбить ракету из ПЗРК ""Игла""**. 

**Каждый украинец может внести свой вклад в защиту неба от вражеских ракет и дронов с помощью приложения ""єППО""**. Пока есть [версия для Android](https://play.google.com/store/apps/details?id=ua.quick.brpg.pathfinder). В скором времени будет доступна версия для iOS.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
523,9924,"**⚡️На Херсонщине на полигоне, где проходят учения российских военных прогремели взрывы. Теперь там видно дым

**Надеемся, что чмобиков теперь поубавилось😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
524,9925,"**Лукашенковские вояки записали обращение к ВСУ. Говорят, что войны не хотят и просят их ""не запугивать"" и ""не провоцировать""🤡

**Усатый фюрер Лукашенко тоже когда-то рассказывал, что Россия никогда на нас не нападёт со стороны Беларуси. Что было дальше все мы знаем.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
525,9926,"**❗️Россия вербует на войну в Украине командос из Афганистана, которые проходили обучение в США и Британии — **[**Foreign Policy

**](https://foreignpolicy.com/2022/10/25/afghanistan-russia-ukraine-military-recruitment-putin-taliban/)Источники среди афганских военных отмечают, что такая** легкая пехота может изменить ситуацию на поле боя в Украине.** 

После прихода ""Талибана"" сбежали всего несколько сотен старших офицеров элитного корпуса коммандос, оставшиеся 20-30 тыс. — скрываются, чтобы избежать плена и казни. Считается, что **принять предложение России могут до 10 тысяч военных, поскольку ""им нечего терять""**.   

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
526,9927,"**Бойцы ВСУ, которые находятся на передовой, получили уникальные ""бани на колёсах"" 

**Там есть:
▪️современные душевые отсеки;
▪️парная баня;
▪️соляная чаша;
▪️стиральные машины;
▪️сушка для одежды. 
Спецавто утеплено,** есть система обогрева воздуха**.

Украинским защитникам **передали уже 2 таких ""бани"" **и теперь работают над созданием очередных комплексов.

Не показывайте это российским чмобикам😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
527,9928,"**Россияне,** **осторожно, работают мошенники. От имени мобилизированных просят денег, одежду, экипировку, не брезгуют даже носками. Явление уже массовое, не дайте себя обмануть 😉

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
528,9929,"**Российских солдат крестят прямо на позициях — в пакете для трупов

**Протоиерей из Уфы Виктор Иванов говорит, что даже тазика у ""вояк"" не нашлось, поэтому взял черный пакет, пишут [росСМИ](https://mkset.ru/news/2022-10-26/ufimskiy-protoierey-viktor-krestil-soldat-v-zone-svo-paketah-dlya-gruza-200-2214934). Поп даже символизм в такой замене увидел 🤦‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
529,9930,"[​](https://telegra.ph/file/b8a1a0e6582f0ee5b119c.jpg)**«Крыша» Татарова, партнерство со Столаром и миллионные взятки: как скандальный топ-коррупционер Микитась наживался на украинцах **— [СМИ

](https://informator.press/kr-sha-tatarova-partnerstvo-so-stolarom-y-myllyonn-e-vziatky-kak-skandaln-y-top-korruptsyoner-mykytas-nazhyvalsia-na-ukrayntsakh/)Один из самых одиозных коррупционеров Украины Максим Микитась 18 октября задержан НАБУ при попытке дать взятку в размере 22 млн долларов мэру Днепра Борису Филатову. И это лишь один из эпизодов, вершина тех финансовых схем, на которых он зарабатывал десятки миллионов долларов последние 15 лет.

Многим украинцам Микитась стал известен после того, как против него были возбуждены многочисленные уголовные дела, среди которых: присвоение квартир, предназначенных для МВД (ныне — ГУ Нацгвардии), хищение бюджетных средств, присвоение сотен миллионов грн при запуске ядерного хранилища в Чернобыльской АЭС, воровство на строительстве военных складов 1 млрд грн и т.д. Не пренебрегает он и подкупом депутатов разных уровней и топ-чиновников для лоббирования собственных интересов, а также коррупционным партнерством с приспешником Медведчука Вадимом Столаром, который удивительным образом до сих пор не сел за решетку за свою антиукраинскую деятельность.

К примеру, только за взятку в 9 млн долларов ценителю «русского мира» Столару, Микитась получил разрешения на строительство в Киеве. А уже в начале 2021 он передал ему часть земли на киевских Осокорках, которую экс-регионал сразу переоформил на россиянку из пула Медвечука. Именно коллаборант Столар и дальше помогает Микитасю контактировать с политиками и бизнесменами из России.

Почему же Микитась так долго избегает наказания? Все просто – он имеет серьезного покровителя, заместителя главы Офиса президента Олега Татарова, о чем сам коррупционер и признался в суде. Высокопоставленный чиновник годами отмазывает друга от судов, пользуясь своим положением. Недавно Центр противодействия коррупции и вовсе заявил, что Татаров затягивает национализацию российских активов в Украине, используя этот довод в торгах с россией. Замечательный инструмент, учитывая его тесные связи с партнером Медведчука Столаром, который сегодня активно пытается отбелить себя псевдоблаготворительностью в Киевской области, чтобы снова избежать наказания за коррупцию.

И сегодня в условиях большой войны эти люди продолжают наживаться на схемах. Еще в середине сентября Микитасю не без помощи Татарову удалось вернуть контроль над компанией ""Укрбуд Девелопмент"". Однако недавнее задержание Микитася НАБУ, судебный процесс и залог в 260 млн грн дает шанс украинцам наконец-то увидеть на нарах скандального топ-коррупционера. Надеемся, что он и все соучастники его преступлений получат настоящую тюрьму, а не домашний арест или условный срок.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
530,9931,"**Кацапское говно не обслуживаем. Вот что увидят клиенты Monobank, если захотят пополнить карту со счетов российских банков, или через платежную систему ""Мир"" **😁

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
531,9932,"⚡️**ВСУ контролируют все мосты через Днепр в Херсоне, россияне не смогут покинуть город в случае уличных боев — Резников

**""Не совсем верю в то, что россияне будут иметь возможность вести уличные бои. Мы контролируем все мосты на реке Днепр, используя HIMARS и другую артиллерию. И для них рискованно оставаться в Херсоне, потому что они потом не смогут сбежать, как это сделали в Изюме"", - сказал Резников в интервью Fox News. 

Русня, пакетами запаслись?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
532,9933,"❗️**Воздушная тревога в большинстве областей Украины 

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
533,9934,"**Apple переведет iPhone на зарядки USB-C уже в следующем году — Bloomberg

**Требование об унификации зарядных устройств в ЕС вступает в 2024 году и в Apple будут этот закон исполнять. Компания уже перевела на USB-C  году свои Mac, iPad и аксессуары. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
534,9935,"**В Иране убиты два генерала Корпуса Стражей Исламской Революции. 

**Есть две цели у этого убийства. Первая - повлиять на поставки дронов России, вторая - показать, что поставки дронов России не окажутся безнаказанными. И да, оба генерала имеют отношение к этим поставкам.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
535,9936,"**Госпогранслужба показала, как пограничников учат использовать противотанковый комплекс NLAW

**Только не показывайте это российским бомж-войскам. Им такое и не снилось.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
536,9937,"**Вечернее обращение Президента Украины Владимира Зеленского

**Главное:
▪️Утром обратился к участникам Берлинской конференции, посвященной восстановлению и модернизации Украины. 
▪️Заявил, что в Хорватии начала работу Крымская платформа – на парламентском уровне. 
▪️Провел переговоры с прибывшим в Украину президентом Германии Штайнмайером. 
▪️Поговорил с новым премьер-министром Великобритании Риши Сунаком.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
537,9938,"**После взрывов в Днепре погибли 2 человека: один в автомобиле, второй — на мойке рядом с заправкой. Ещё 2 человек удалось спасти

**Видео с места происшествий опубликовал Кирилл Тимошенко.

**UPD: **По данным Главы ОВА, еще трое людей получили ранения. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
538,9939,"**К слову, **[**призывы уничтожать украинцев**](https://t.me/ukrinformator/28119)** каждый день Кадыров сделал после того, как **[**вчера наши бойцы накрыли базу**](https://t.me/ukrinformator/28063)** тик-токеров

**Там подохло минимум 40 дон-донов и ещё около 100 были под завалами.

Именно поэтому Рамзанку понесло🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
539,9940,"**❗️В Днепре осколки российского снаряда попали в заправку БРСМ. Пожар уже тушат

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
540,9941,"""Я вам даю слово: **мы будем нападать на них каждый день.** Мы этих шайтанов **не будем брать в плен.** Будем **сжигать их (!)...Наша территория — Одесса, Киев, Харьков. Все регионы и в целом Украина (!)** — это наша территория, российская"", — Кадыров🤡

А вот и раскрыты настоящие цели ""спецоперации"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
541,9942,"**❗️В Днепре прозвучал взрыв и начался пожар. Предварительно, это был прилёт иранского дрона-мопеда. Сообщают, что зафиксирован ещё один вылет Шахедов из оккупированного Крыма

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
