Post,Label,Type
Nothing terrible.,No,
Ukraine's Air Defense Against Russian Rockets 🤣,No,
"**В столице в вагоне поезда на БКЛ мужчина напал на 17-летнего парня с кулаками

**На станции «Мнёвники», буйный продолжил избивать малолетку по голове.",No,
"Сегодня ко мне (через посредника) обратились солдаты ""шахтерского батальона"", который воюет под Угледаром, с просьбой прокомментировать одно из моих видео.

И я очень сильно удивился, что оказывается в т.ч. и они смотрят какие-то ЛИПОВЫЕ фэйк-каналы, которые нарезают мои старые видео на кусочки и выдают их за якобы свежак.

Но больше всего меня поразило название этого канала, зрителями которого являются более 400 000 обманутых человек. ""Сила в Правде""))))

Абсолютно фэйковый канал, который тупо паразитирует на мне и нагло врет (а дата в сводках важнейшая штука и ее коверкание по сути превращает мои слова в ложь), считает, что его сила в правде.

И чего только на этом свете не увидишь.)))",No,
"🇷🇺🇺🇦 На видео работа украинской ПВО, которая, по каким-то причинам, поражает воздух. Никаких воздушных целей в небе нет.",No,
"**⚡️В Кременчуге и области из-за отсутствия электроэнергии не работает городская система отопления**, — мэр

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"Ukraine conducted drills ""for the liquidation of the consequences of a nuclear catastrophe."" According to Reuters, similar drills will be held soon.

Our Ministry of Defense warns that the Ukrainian Armed Forces are preparing to demonstrate what they claim is the ""liquidation"" of an accident at the Zaporizhzhia Nuclear Power Plant.

- The command of the operational-tactical group ""Dnipro"" is deploying radiation observation posts in the Zaporozhye area by August 19th and organizing training for units of the 108th Territorial Defense Brigade, the 44th Artillery Brigade, and military units stationed in Zaporozhye on actions in radioactive contaminated areas.

- Units of the 704th Chemical, Biological, Radiological, and Nuclear Protection Battalion (RBZ) of the Ukrainian Armed Forces are scheduled to concentrate in the Zaporozhye area by August 19th and be ready to record the fact of an accident at the Zaporizhzhia Nuclear Power Plant and conduct a series of actions to demonstrate the supposed liquidation of its consequences.

- On August 19th, units of the 44th Artillery Brigade of the Ukrainian Armed Forces plan to fire artillery strikes on",No,
"**⚡️Германия в ближайшее время передаст Украине еще три системы ПВО Iris-T, — СМИ со ссылкой на Шольца

**Одна система Iris-T у нас уже есть. Она стоит на защите Киевщины.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
Удачно приземлился,No,
"ВСУшник показывает, что случилось после обстрела с украинскими шлемами ""за 13 тысяч грывень""🔥",No,
"Рубрика #ПриветИзПлена

Любое успешное наступление наших войск в Донбассе дает шанс на жизнь солдатам формирований киевского режима.  Потому как это отличная возможность сдаться в плен. А при таком отношении режима к собственным гражданам плен, по-сути, единственный реальный шанс уцелеть.

На видео мобилизованные хлопцы из 56 отдельной мотопехотной бригады ВСУ. Пользуются случаем и передают привет родственникам.

После удара ВСУ по своим же в Еленовке мы не будем называть место, где содержат военнопленных. Но все они из Николаевской области. И для них война закончилась. Если, только свои не убьют.

@epoddubny",No,
"In Ukraine, society is slowly descending into the stone age.

There's no electricity, banks, government services, and so on.

And winter hasn't even arrived yet.",No,
"The remnants of the Su-34 were removed from the crash site.

A three-day period of mourning has been declared in the Yeysky district.",No,
"💊**Київ:** п**ерелік аптек КП «Фармація», що працюють станом на 12:00 28 лютого** - https://cutt.ly/sAqfhPn

❗️Закликаємо мешканців столиці, які мають потребу у медикаментах (у тому числі життєвонеобхідних – гіпотензивні засоби, інсуліни тощо) якнайшвидше скористатися можливістю їх придбати.

 Перелік відчинених аптек може змінюватися, зважаючи на питання безпеки роботи закладів за конкретними адресами.",No,
"**⚡️Ukrainian military refused to surrender in Mariupol, - PM Shmyhal**

""The city still hasn't fallen,"" Shmyhal said, noting that Ukrainian troops still control parts of Mariupol.

⚡️**Украинские военные в Мариуполе отказались сдаться - Шмыгаль**

«Город до сих пор не пал», — сказал Шмыгаль, отметив, что украинские войска по-прежнему контролируют часть Мариуполя.",No,
"""США «как ястреб» следят за развитием событий в Молдавии и Приднестровье"", заявил госсекретарь Энтони Блинкен.

Формулировка более чем красноречивая.

На сегодня правительства США, Канады, Болгарии, Франции, Израиля, Великобритания и Германии призвали своих граждан покинуть или не посещать Приднестровье.

@epoddubny",No,
"**In the village of Kachanovka in Sumskaya Oblast, instead of drinking water from the well, oil is flowing.

**An environmental inspector who arrived at the scene confirmed that ""a viscous dark liquid with a characteristic odor is flowing from the well.""**",No,
"Друзья, рекомендую вам подписаться на дружеский канал
✅ **@metametrica**

[**На ютуб-канале новый выпуск**](https://youtu.be/r7ZMKdqOVtw) – в гостях **Юрий Подоляка**, все про оборонный комплекс, успехи и провалы спецоперации, про будущее Харькова, Одессы и всей Украины⚡️
@**metametrica** – больше, чем телеграм-канал!

↘️ Подписывайтесь на всех площадках!

            [Telegram](https://t.me/Metametrica)              [YouTube](https://www.youtube.com/c/Metametrica)

[Яндекс.Дзен](https://zen.yandex.ru/metametrica?lang=ru)       [ВКонтакте](https://vk.com/metametrica)       [RuTube](https://rutube.ru/channel/23486857/)",No,
🔥🇷🇺🇺🇦 A checkpoint of the Ukrainian Armed Forces hit by gunfire.,No,
"The story about customs and customs officers.

A border post in Briansk Oblast. There are refugees from Ukraine at the post—about twenty people. The customs officers are processing them. At this moment, the Ukrainian army starts shelling the post with mortars. Even though the border guards couldn't help but realize that there were civilians there, what can I say, for the Ukrainian military, they weren't even human.

In short, the shelling begins. The customs officers hide the civilians in inspection pits and wherever else they could fit. Forty shells landed. Not a single civilian was even injured. The men managed to save everyone. Well, their vehicles did get damaged by shrapnel. Then they helped the civilians reach a humanitarian point.

And then they returned to the post to continue working. In fact, they still serve there today. Nobody quit, despite the regular shelling.

This is such an unassuming heroism. They may not be directly involved in special military operations, but in a war situation, they behaved as they should. This is what loyalty to one's oath means.",No,
"**Arakhamiya believes that negotiations with Russia could resume by mid-2023.**

""Frankly, I think this will happen when the electoral cycles start working in both Russia and the USA, which is likely in the second half of next year, when U.S. presidential races will already be underway. Additionally, Putin's elections will take place in 2024. I don't think he can demonstrate any military successes, so they might try to act on the diplomatic front,"" — he said.

By then, Ukraine will have regained its territories, and we can discuss everything. 😏

[Informer] | [Subscribe]",No,
"In the Rostov region of Russia, a mobile phone with a machine gun was stolen from a military unit and the thief engaged in gunfire with the police, according to Russian media.

One police officer was injured. The culprit fled and is being sought. Schools and educational institutions in Novoshakhtinsk are closing. The city's exit has been blocked.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,
"Famous fighter Vladimir Minyayev received a draft notice. He said he has no intention of running away.

""I got a draft notice; I'll go to the conscription office in a few days. But I'm not running away. I'll take the notice and go to the conscription office.

I fall under the first category; I'm a paratrooper, I served my mandatory and contract service. There aren't many paratroopers left, I understand,"" champion of AMC Fight Nights in the middle weight division Vladimir Minyayev told MatchTV.

Another mixed martial arts fighter, Marif Pirayev aka ""Piranha,"" fled Russia after receiving a draft notice from the military board. This was reported by his colleague, fighter Shamil Galiyev during a live stream on the banned in Russia Instagram.",No,
Казашки зря время не теряют😁,No,
"**В индийском штате** Раджастхан сильные ливни привели к **настоящему потопу.

**Кто-то явно разгневал богов.",No,
🤡 В Одессе быдло-училка люто нажралась и начала наезжать на двоечников,No,
«Синяя галочка» верификации будет стоить $16 (вместо $8) для ЛГБТ-активистов — Илон Маск,No,
British eco-activists continue to hold protests against environmental pollution.,No,
"[​​](https://telegra.ph/file/cb7a8ba95cca19894f516.jpg)Друзі! Сьогодні взяв участь і виступив на неформальній зустрічі лідерів світової економіки (IGWEL) у Давосі.

Ідея створення плану Маршалла для України - важлива і її треба втілювати. Оскільки Україна, яка сьогодні героїчно б’ється за свою державність і волю, потребує відновлення не тільки економіки, а й масштабної відбудови инфраструктури, яку затято знищують російські варвари. 

Наші партнери готові допомагати. Але ключовим фактором для них є закінчення військових дій. Я переконаний, що у нас буде великий шанс відбудувати не тількі економіку, а й зробити великий ривок у модернізації й розвитку нашої держави. І над цим працювати потрібно вже сьогодні.

Зокрема, зустрівся з головою МВФ Крісталіною Георгієвою, президентом Єврокомісії Урсулою фон дер Ляєн, головою правління компанії Siemens Роландом Бушем, головою Мюнхенської конференції з безпеки Вольфгангом Ішингером, засновником Давоського форуму Клаусом Швабом. 

Також відбулася зустріч з першим віце-президентом ЄБРР Юргеном Рігтерінком. Подякував йому за багаторічну співпрацю банку зі столицею України. Перший віце-президент банку під час зустрічі підкреслив, що ЄБРР готовий не очікувати, а вже сьогодні інвестувати в проекти з відновлення Києва та України. Й відкритій до пропозицій щодо проектів, які потрібно реалізувати.",No,
"У военнослужащих ВДВ которые брали Гостомель и до сих пор кошмарят Хохлов  есть свой канал @rusich_army

Ребята выкладывают эксклюзивный контент!
Пленные/уничтоженные боевики, перестрелки, оказание медицинской помощи, качественные видео, онлайн с СВО.

Давайте поддержим наших ребят подпиской - @rusich_army",No,
"⚡️**Ахаха. Путин подписал указ о награждении Кирилла Стремоусова орденом Мужества посмертно🤡
**
Об этом сообщают росСМИ.

Таки сдох.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"**Кадры возрождения освобожденного Мариуполя.

**В ходе уничтожения боевиков ВСУ и ""Азова"" пострадало множество многоквартирных домов, в которых они обустраивали казармы и огневые точки, предварительно выгнав или убив хозяев.",No,
"**⚡️Ukraine has received its first Hawk air defense systems from Spain,** — Minister of Defense **Reznikov** said.

**[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)**",No,
В Киеве парочка **приступила к зачатию нового налогоплательщика** прямо во время тревоги и взрывов в области.,No,
"⚡️**The Federation Council of Russia unanimously ratified the treaties on the annexation of the occupied territories of Ukraine**

The decision was taken unanimously, as in the Duma. There were 153 senators who voted for it.

**⚡️Совет Федерации России единогласно ратифицировал договоры об аннексии оккупированных территорий Украины**

Решение, так же как и в Думе, приняли единогласно. За это проголосовало 153 сенатора.",No,
🔥🇷🇺🇺🇦 Подкрепление чеченского спецназа в направлении зоны СВО. 14.09.22.,No,
"Ну да, отказались площадки проводить мероприятия в поддержку СВО.
И ничего им за это не будет. Вообще ничего.

У нас даже за сбор в пользу ВСУ ничего людям не бывает. Бар ""Андердог"" в Москве помните? Там мероприятие проводили ""благотворительное"". Деньги ушли в пользу украинской армии. И что? А ничего. Бар работает, хозяин извинился. Тем дело и закончилось.

С этими площадками даже извинений не будет. И не закроют их.
Нас не победит НАТО никогда. И СВО мы закончим, как надо.

А потом нас победит наша внутренняя ""украина"" и наш собственный пофигизм.
Вот ещё года не пройдёт  - поверьте мне - увидите вы на этих площадках и лекции Быкова и творческий вечер Алвиса Херманиса.

Как говорится, заполните этот пост.

https://t.me/rt_russian/123905",No,
⚡️Движение на Крымском мосту по отремонтированной автомобильной части запущено сегодня утром. На замену четырех поврежденных пролетов и их асфальтирование после взрыва в начале октября потребовалось меньше двух месяцев,No,
"**🔴DAILY REPORT WITH KEY NEWS🔴

Available on Medium:

🇬🇧[**English**](https://medium.com/p/3fc93d8b91e9)
🇺🇦[**Ukrainian**](https://medium.com/p/199772a567eb)
🇩🇪[**German**](https://medium.com/p/3cdaad83e65f)
🇫🇷[**French**](https://medium.com/p/93af1a4b9251)
🇪🇸[**Spanish**](https://medium.com/p/6f4a85b80f9a)
🇮🇹[**Italian**](https://medium.com/p/e38dfac66ea4)
🇹🇷[**Turkish**](https://medium.com/p/98fa18359be5)
🇷🇸[**Serbian**](https://medium.com/p/6363838c043e)
🇬🇷[**Greek**](https://medium.com/p/4ca722104700)
🏳️[**Russian**",No,
"**⚡️The National Security and Defense Council urged to pay special attention to the air raid warnings on May 8 and 9**

The Center for Countering Disinformation at the National Security and Defense Council of Ukraine asks for attention due to the risk of mass shelling on these dates.

**⚡️В СНБО призвали особенно внимательно следить за сигналами воздушной тревоги 8 и 9 мая**

Центр противодействия дезинформации при Совете нацбезопасности и обороны Украины просит обратить внимание из-на риск массовых обстрелов в эти даты.",No,
"In Tumen, an inappropriate individual threw a bearded cat into the elevator and began beating it with his feet. Then, the perpetrator picked up the animal by the scruff of its neck and exited the elevator with it.

Concerned citizens demand that the animal abuser be found and punished. As of now, nothing is known about the fate of the fluffy cat.",No,
"🗣🇺🇦**Украинец борется за мову.

**Очередной националист докопался до соотечественницы из-за русского языка.",No,
"Clown-faced Hamzi (transgender friend of Koreika), was attacked by a migrant from Tajikistan.",No,
"А вот так обеспечивают едой ВСУ их командование👌
Скоро сами помрут от голода😂",No,
"In the hacked account of Ukrainian Armed Forces Commander-in-Chief Valeriy Zaluzhny, Putin on a bear was put as the avatar.",No,
"60 км/ч шел, не меньше 😬",No,
"[Kyiv: Important News] 🔵🟡

Metro train frequency has been reduced to 4-5 minutes during peak hours and 8-10 minutes during off-peak hours.

Since the beginning of Russia's full-scale invasion, Kyiv's psychological assistance hotline has received over 3,600 calls. The hotline number is 0 800 50 12 12.

Residents can schedule appointments at the Kyiv City Crisis Center for rehabilitation following traumatic war-related experiences.

🔹June 6 is Journalist Day in Ukraine! The city thanks all journalists who are defending the truth and helping Ukraine achieve victory!

**More details:** [https://cutt.ly/VJO16eB](https://cutt.ly/VJO16eB)",No,
"🔞 В Закарпатье🇺🇦 12-летний пездюк **расстрелял на видео котенка из пневмата**. Кадры опубликовали волонтеры.

Сейчас выясняется, откуда у парня вообще появилось ружье. С семьей в дальнейшем будет работать ювенальная полиция, чтобы не допустить таких зверских случаев в будущем",No,
"From 5 AM to 7 AM, I ride in the tractor, where it's warmer 🤡",No,
"**⚡️Подборка кадров освобождения Херсонщины. То, что войдёт в историю

**Берислав, Чернобаевка, Херсон и десятки других населённых пунктов вернулись домой🇺🇦

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"**🔴DAILY REPORT WITH KEY NEWS🔴

Avaliable on Medium:

🇬🇧**[**English**](https://medium.com/p/3fc93d8b91e9)**
🇺🇦**[**Ukrainian**](https://medium.com/p/199772a567eb)**
🇩🇪**[**German**](https://medium.com/p/3cdaad83e65f)**
🇫🇷**[**French**](https://medium.com/p/93af1a4b9251)**
🇪🇸**[**Spanish**](https://medium.com/p/6f4a85b80f9a)**
🇮🇹**[**Italian**](https://medium.com/p/e38dfac66ea4)**
🇹🇷**[**Turkish**](https://medium.com/p/98fa18359be5)**
🇷🇸**[**Serbian**](https://medium.com/p/6363838c043e)**
🇬🇷**[**Greek**](https://medium.com/p/4ca722104700)**
🏳️**[**Russian**](https://medium.com/p/b3e1c26e5154)**

Please share our recap with all of your friends and colleagues**",No,
"**Київ: важливе на сьогодні 🔵🟡

**▫️У Києві громадський транспорт подовжує режим роботи. Метро відсьогодні ходитиме до 22:00, наземний громадський транспорт до 22:30

✔️У транспорті відновлено електронну оплату проїзду. Місто зробило проїзд  безкоштовним із 24 лютого, аби полегшити евакуацію

▫️Для використання підземних станцій метро як укриття у разі повітряної тривоги треба пройти через турнікети біля контролера

Деталі: https://bit.ly/3wft4Kj

**Kyiv: important news 🔵🟡

**▫️ Kyiv's public transportation is extending its schedule. As of today, the metro will run until 22:00, and ground transportation will run until 22:30.

✔️ E-payments for public transportation rides have been reintroduced. The city authorities have made rides on public transportation free of charge since the day of Russia's full-scale invasion, to facilitate citizens' evacuation.

▫️To enter the metro stations if air raid sirens go off, use the gates next to the ticket inspector.

More: https://bit.ly/3wft4Kj
Photo: Badahos, Oleksii Samsonov",No,
"In Kyiv, a couple started trying to conceive a new tax payer right during the alert and explosions in the region.",No,
"50 food packages, water purification filters, and essential items—everything the local residents requested—were brought to Alexandrovka near Donetsk by the Russian Humanitarian Mission team.

Another large shipment of humanitarian aid from Russia has also arrived in the capital of the DNR: over 60 tons of goods were received at the RGM warehouse in Donetsk. The shipment includes products, hygiene supplies, and 30 generators for dozens of settlements where electricity supply is still not established.

We continue to collect funds for the needy and affected residents of the Donbass Republics and Ukraine.

Thank you to everyone who helps!

***

I personally oversee the donations to the RGM fund and the E. Glinka Memorial Fund.

Card: 2202 2032 5864 7967 (Mir card)

Account: 41001302265551 (Yoomoney)

Address: bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 (BTC)

Address: 0x47D9b99b239aEE283ba10d8D4D6c",No,
"❗️**The FSB reported the arrest of 68 underground arms makers in 31 regions of Russia.**

They seized over 300 units of firearms, thousands of cartridges, and nearly 20 kilograms of explosives.",No,
"On satellite images, a huge number of recently dug graves can be seen in occupied Kherson.

Since the start of the Russian invasion, approximately 824 burial plots have been excavated at the Kherson cemetery. According to Planet and the Center for Information Resilience, about 300 of these 824 dug graves have already been filled, while the rest remain open.

At this point, it is difficult to say who is directly digging the graves and for whose burials they are being used: civilians or military personnel. However, after the images from Bucha, such information appears alarming.",No,
"**""Взрыв зерновой пыли"": всё, русня раскрыла причину инцидента в Польше🤷🏻‍♂️

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"The girl set the spa on fire while igniting the mixture for foot massage. In panic, the Asian pyromaniac threw a canister of fuel at a client and fled the premises. Service 10/10.

At least it wasn't boring.",No,
"**⚡️Расследователи **[**GeoConfirmed**](https://twitter.com/GeoConfirmed/status/1586460661923840000?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1586460709595987969%7Ctwgr%5E4a744eea24b73f8424ec519cad04c93e76bf82a9%7Ctwcon%5Es2_&ref_url=https%3A%2F%2Fzn.ua%2Fukr%2FUKRAINE%2Fv-bukhti-sevastopolja-bulo-urazheno-shchonajmenshe-tri-korabli-rozsliduvannja.html)** подтверждают **[**информацию источников**](https://t.me/c/1457892982/28290)** о том, что вчера в Севастополе был поврежден флагман ЧФ РФ ""Адмирал Макаров""

**По их данным, по меньшей мере три российских военных корабля были повреждены атакой беспилотников.

Статус флагмана ЧФ РФ перешел к ""Адмиралу Макарову"" после затопления в апреле крейсера ""Москва"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"⚡️🚇**Технічну несправність на червоній лінії метро усунено**

✔Після скасуваня повітряної тривоги поїзди курсуватимуть від станції «Академмістечко» до станції «Лісова».

❗Нагадуємо, що під час повітряної тривоги рух поїздів наземною ділянкою призупиняється, а підземні станції працюють як укриття.",No,
"**ВСУ, как сообщается, накрыли базу кадыровцев под Херсоном: минимум 40 тиктокеров задвухсотились, еще 60 — ранены

**Кадыровцы только приехали на  оккупированные территории. Они снимали видео и успешно выдавали локацию базы. Туда и прилетели ""подарки"" от ВСУ.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"⚡️Russia’s air defenses are operating again in occupied Crimea. This time in the area of Novoozerne.

⚡️ПВО России снова работает в оккупированном Крыму. На этот раз в районе Новоозерного.",No,
"**Два-три миллиона украинцев покинут свои дома с наступлением холодов, — глава ВОЗ**, **во время визита в Киев

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"После успешного завершения летно-технических испытаний в состав военно-транспортной авиации ВКС РФ был передан новый тяжелый транспортный самолет Ил-76МД-90А.

Модернизированная версия Ил-76МД-90А создана из отечественных комплектующих и оснащена российскими системами и оборудованием.

@epoddubny",No,
"On NTV, they are calling for drilling to continue.",No,
**Київ: важливе за сьогодні  🟡🔵 Kyiv: Important news of the day** - https://cutt.ly/VSx0Rhs,No,
"Докладываю по Херсону:

В течении дня противник активных действий не предпринимал. Проводит перегруппировку. В наших тылах работают ДРГ противника. Боремся с этой проблемой.

В Андреевке сбит второй BAYRAKTAR системой С300. Ничего от него не осталось, ведутся поиски метала.

В районе Давыдова Брода ликвидировали ДрГ противника и уничтожили 1 БМД.

[Архангел Спецназа. Подписаться](https://t.me/rusich_army).",No,
"Друзі! Київ отримав від партнерів і благодійників іще 17 швидких, 2 сучасних томографи та спецтехніку, а також передав Державній прикордонній службі 1 700 бронежилетів.

Отримала столиця і два нових найсучасніших комп’ютерних томографи, які можуть використовуватися як мобільні в будь-яких умовах - навіть в польових. Ми їх передаємо в Київську міську дитячу лікарню №1 та Київську міську лікарню №17.

Також Київ отримав два дизель-генератори, два великих вантажних автомобілі, що будуть використовуватись зокрема, і для доставки гуманітарних вантажів. Та автобус на 55 місць.

Щодо швидкиш: 10 із них - від німецьких  партнерів, мерії Мюнхена. 7 - допомога українських благодійників. Загалом, з березня Київ отримав у якості допомоги вже понад 40 карет швидкої допомоги.

Також хочу зазначити, що місто теж  допомагає як може нашим захисникам. І сьогодні столиця передала для потреб Державної прикордонної служби 1 700 бронежилетів.",No,
"🚀🇷🇺Good morning, we are from Russia

Artillery calculations for the Grad rocket systems are conducting a massed artillery strike on Nazi positions.",No,
"**Settlement Steps Proposed by Ukraine:**

1. Withdrawal of Russian troops to the borders as of February 23, 2022
2. Holding a referendum on a non-nuclear and non-bloc status for Ukraine
3. In case of success — acceptance of the security treaty
4. Ratification of the treaty on security guarantees",No,
ПВО Украины против Российских ракет 🤣,No,
Илон Москаль снова рвет жопы украинцам,No,
"**Odessa🇺🇦

**This could have been us, but you didn't want to be happy 💔",No,
"**В России резко увеличилось количество запросов ""как сдаться в плен""**, — Вёрстка

Так, с 28 ноября по 4 декабря такое словосочетание в поисковике «Яндекс» **вбивали более 66 тысяч раз**. Это **рекордный недельный показатель за полгода (!).** Рост запросов в ноябре совпадает с прибытием больших групп мобилизованных на фронт и сообщениями о значимых потерях среди них.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"**Zelensky unprecedentedly resolved to liberate Abkhazia and the Kuril Islands.

He made this statement at the Parliamentary Summit of the International Crimean Platform.

Previously, he had stated that he recognizes Belarus as partially occupied by Russian forces.

He also addressed other participating countries, focusing on the importance of their influence after Ukraine ""liberates"" these territories.",No,
"Подробности боя с [видео](https://t.me/sashakots/31861) с тувинцами от участника событий.

«События из роликов происходили на КП Троебортное Севского района Брянской области 25-го вечером. В кратце история события такова: к границе подъехала хохлятская ДРГ на двух бандермобилях и обстреляла нашу территорию.

Ответным огнем тувинцы (которые в роликах как раз хреначат эту ДРГ) так дали им просраться, что укронацикам мало не показалось. Один бандермобиль подбили сильно (остался на месте, не смог уехать), второй тоже потрепали, но он смог кое-как сбежать.

Бой закончился тем, что с нашей стороны пришла вертушка и окончательно всё зачистила. Хохлы бежали так, что побросали своих товарищей, а задницы тех кто не успел сбежать остались висеть на кустах и деревьях.

P.S. События о которых я говорю частично отражены на сайте СК РФ. Там говорится об обстреле нашей территории 50-ю миномётными выстрелами и повреждении опоры ЛЭП. Говорю ,,частично"", потому что там были не только 50 миномётных выстрелов».

@sashakots",No,
And there's nothing more to add...,No,
Уголек не вывез,No,
"**⚠️Rocket attacks remain a danger: do not ignore air raid signals.

**🛑Observe the curfew, which is currently in effect from 11 PM to 5 AM. During this time, it is forbidden to:
• be on the streets or other public places;
• move around without a permit or by foot.

🌒You may leave your shelter only to reach the nearest cover. Also, during the curfew, you must adhere to blackout regulations.

🚨An air raid alert is announced when air defense forces report the movement of enemy aircraft or confirmation of missile launches. In the city, an electric siren sounds, and mobile services for notifying of air threats also operate. Among them is the city app “Kiev Digital” ([Kyiv Digital](https://kyiv.digital/start)).

❗️A map of civil defense shelters is available here: [https://cutt.ly/THnSCAe](https://cutt.ly/THnSCAe). Leaders of organizations and owners of shelters must ensure free access to shelters for the population.

🚇The metro operates continuously as a shelter. To use the shelter after the metro has stopped running, press the button near the entrance group of doors and wait for a police officer. Use those",No,
"Betrayal came from where it was least expected.

Berlin authorities banned Ukrainian symbolism on May 8 and 9.

""We are shocked that Berlin police prohibited the wearing of Ukrainian flags on May 8 and 9. This is a slap in the face for Ukraine and the Ukrainian people. It not only demonstrates a lack of tact but is also a catastrophic political decision,"" complains Ukrainian Ambassador to Germany Andriy Melnyk.

The whole world stands with us!

@SashaKots",No,
"**В Кокшетау 15-летний малец разогнал бродячих собак, которые напали на кота.

**Хвостатый в тяжёлом состоянии — повреждены органы и лапки. Ему вкололи обезбол и кровоостанавливающие препараты

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)",No,
"**Route of the Explosives Cargo for Detonation on the Crimea Bridge**

**The FSB officially presented a report with details of the investigation into the terrorist attack on the Crimea Bridge. It now becomes clear that the route used by Ukrainian terrorists to transport the cargo to its destination has been revealed.**

By marking the points on the map, it is evident that the criminals spared no time or resources in covering their tracks. **They acted very cautiously.** The explosives were wrapped in plastic rolls in Bulgaria before being loaded onto the cargo to avoid detection through X-ray scanning.",No,
"**Допрос взятого в плен всушника и диалоги по Тарантино:

**__- Мы не знаем, кто у них командир.
- Ну это неправда.
- Серьёзно. Командиры меняются. Мы щас, у нас щас… командир… сержант. Вот на сердце ложу!__",No,
"**🔴DAILY REPORT WITH KEY NEWS🔴**

**Available on Medium:**

**🇬🇧**[**English**](https://medium.com/p/738fd0b462a1)
**🇺🇦**[**Ukrainian**](https://medium.com/p/f36b3a619d1)
**🇩🇪**[**German**](https://medium.com/p/10c863c20b37)
**🇫🇷**[**French**](https://medium.com/p/4f66ab6344bd)** **
**🇪🇸**[**Spanish**](https://medium.com/p/11e4285c8689)
**🇹🇷**[**Turkish**](https://medium.com/p/955ecd8dcac2)
**🇷🇸**[**Serbian**](https://medium.com/p/890afaa82ae3)
**🏳**[**Russian**](https://medium.com/p/62b045cc3a)** **

**Please share our recap with all of your friends and colleagues**",No,
"🇲🇰Northern Macedonian Foreign Ministry summons Russian ambassador, hands over note on expulsion of five Russian diplomats

🇲🇰МИД Северной Македонии вызвал посла России и передал ноту о высылке пяти российских дипломатов",No,
"Представляем новый выпуск нашего проекта

Открываем цикл выпусков, в которых подробно разберём украинские и западные фейки, которые в огромном количестве штампуются с первых дней спецоперации.

Созданием фейков о победах, которые необходимы Киеву в качестве духоподъёмного инструмента, занимаются подразделения спецслужб стран НАТО и Украины.

Наша задача — показать, что хотя истина и многолика, но она одна.

👉🏻 [Ведомство](https://t.me/+hC6fbyI08H9iYzVi)",No,
"**⚡️US promised Ukraine $ 7.5 billion financial assistance
**
US Ambassador to Ukraine Bridget Brink wrote on Twitter that Washington will provide Kyiv $ 7.5 billion directly from the US budget ""to help Ukraine defend itself against Russia's aggression and bolster Ukraine’s resilience and recovery"".

**⚡️США пообещали Украине $7,5 млрд финансовой помощи**

Посол США в Украине Бриджит Бринк написала в Твиттере, что Вашингтон предоставит Киеву 7,5 млрд долларов напрямую из бюджета США, ""чтобы помочь Украине защититься от российской агрессии и укрепить устойчивость и восстановление Украины"".",No,
**🍉У Києві з 3 до 8 травня відбудуться сільськогосподарські ярмарки: **https://cutt.ly/WGSLrtX,No,
"**❗️Возможно, часть Киева все же **[**придется**](https://www.dw.com/ru/klicko-kievlanam-nado-gotovitsa-k-tazelejsej-zime/a-63854554)** эвакуировать**, — **Кличко

**По его словам, жителям столицы **следует приготовиться к ""худшему сценарию**"" **повсеместного отключения электроэнергии** при низких температурах. Если все пойдет по такому сценарию — Киев может ожидать худшая зима со времен Второй мировой, возможно, ""придется эвакуировать часть города"", хотя власти не хотят, чтобы до этого дошло.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
Vladimir Zhirinovsky on Ukraine.,No,
