,Post,Trans,Label,Type_Expanded
7001,"**По Бахмутскому направлению**

Сейчас в сети часто появляется информация, что ВСУ отходят из района Артемовска.

Это не соответствует действительности.

Наоборот группировка ВСУ там усиливается в попытках сдержать штурмовые отряды ""музыкантов"", так как это пока единственный участок, где наши войска в принципе ведут активные наступательные действия.

Более того, по разведданным, изменился и качественный состав противника. Появляется все больше элитных подразделений, которые заменяют мобилизованных на позициях.

Бои за Артемовск идут тяжелые и ситуация отличается от того же Лисичанска, из которого ВСУшники просто отступили под натиском союзных сил.

@brussinf","**Along the Bachmut Direction**

Currently, there is often information in the network that the Ukrainian Armed Forces (ВСУ) are withdrawing from the Artemovsk area.

This does not correspond to reality.

On the contrary, the VSU group is being reinforced there in an attempt to contain the ""musician"" assault detachments, as this is currently the only sector where our troops are conducting active offensive operations.

Moreover, according to intelligence, the qualitative composition of the enemy has also changed. More elite units are appearing, replacing mobilized personnel on positions.

The battles for Artemovsk are intense, and the situation differs significantly from Lysychansk, from which the VSU forces simply retreated under the pressure of allied forces.

@brussinf",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7002,"«Есть возможность подзаработать и помочь ВСУ»

**Росгвардейцы пресекли деятельность пособника ВСУ в Запорожской области.

**Задержанный сообщил, что в течение нескольких месяцев 2022 года по заданию украинской разведки собирал сведения о российских войсках, об объектах гражданской инфраструктуры и обстановке в одном из населённых пунктов.

**«[ВСУ] попросили точки на карте, точки скопления войск Российской Федерации либо складов, техники, некоторых зданий, где находится комендатура», — рассказал задержанный.

**Предварительно установлено, что куратор из СБУ смог привлечь подозреваемого, пользуясь его сложным материальным положением, однако, заплатив в начале сотрудничества, в дальнейшем опирался на его страх за собственную безопасность.

Видео: пресс-служба Росгвардии

@MilitaryCriminal","""There is an opportunity to earn extra money and help the Ukrainian Security Forces (VSYU).""

**Rosgvardia officers thwarted the activities of a collaborator with VSYU in Zaporizhzhia Oblast.

**The detainee reported that over several months in 2022, he collected information on Russian military units, civilian infrastructure objects, and the situation in one settlement as per the instructions of Ukrainian intelligence.

**""[VSYU] asked for points on the map, concentrations of Russian Federation military units or depots, equipment, and some buildings where the command is located,""** the detainee explained.

**It has been preliminarily established that the SBU handler was able to recruit the suspect by taking advantage of his difficult financial situation. However, after the initial payment, he relied on the suspect's fear for his own safety.

Video: Rosgvardia press service

@MilitaryCriminal",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7003,"🇷🇺**🇺🇦🎞 Провальное наступление ВСУ на Андреевском участке**

После перегруппировки и выравнивания линии фронта на Николаевско-Криворожском направлении ВС РФ заняли оборону к югу от **Давыдова Брода**. В окрестностях населенного пункта **Садок** был создан новый укрепрайон.

9 октября на позиции 38 отдельной гвардейской мотострелковой бригады началось наступление бронетехники ВСУ.

Благодаря грамотным действиям российских мотострелков, удалось из засады уничтожить **три** танка, **пять** БМП и **наблюдательный пункт** противника.

На кадрах зафиксировано поражение и уничтожение YPR-765, БМП-1 и Т-72М1. Российские воины-дальневосточники грамотно использовали особенности местности, устроили засаду в лесополосе и уничтожили технику противника из РПГ и ПТРК.

Большую роль в отражении атаки также сыграли беспилотники, которые заблаговременно обнаружили выдвижение подразделений ВСУ и корректировали огонь с воздуха. Наступление противника закончилось провалом.

__Все наши видео мы выкладываем на наш __[канал на RuTube](https://rutube.ru/channel/27303810/)__ и нашей __[странице в VK](http://vk.com/rybar_force)

#видео #Николаев #Россия #Украина #Херсон
@rybar

__*Поддержать нас:__ `4377 7278 0407 7977`","** RU**UA** FILM** A Failed Ukrainian Offensive on the Andreevskiy Front Sector

After reorganizing and stabilizing the front line on the Nikolaev-Krivoy Rog direction, the Russian Armed Forces (RF) took defensive positions south of **Davydov's Bridge**. A new fortified area was established around the village of **Sadok**.

On October 9, armored vehicles of the 38th Guards Motorized Rifle Brigade began an offensive from their positions.

Thanks to the skillful actions of Russian motorized riflemen, three tanks, five BTRs, and the enemy observation post were destroyed in an ambush.

On video footage, it is shown that a YPR-765, a BTR-1, and a T-72M1 were hit and destroyed. Russian Far Eastern warriors cleverly used the terrain, set up an ambush in a forest belt, and destroyed the enemy vehicles with RPGs and anti-tank missiles.

The attack was also effectively countered by drones, which detected the movement of Ukrainian units early and guided air strikes. The offensive ended in failure.

__All our videos can be found on our [RuTube channel](https://rutube.ru/channel/27303",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7004,"Кратко по обстановке в районе Кременной. Силы ЦВО и ЗВО ( 20 ОА), продолжают наносить контрудары в направлении Лимана. В ходе одного из таких ударов, силами 3 мсд 20 ОА в районе н/п Терны, в плен был взят подполковник ВСУ. Ездил проверять и расставлять посты, теперь он отвоевался.","A brief update on the situation around Kreminnaya. Forces from the Central (20th Army Corps) and Southern (20th Army Corps 20th Guards Motorized Division) Military Districts continue to launch counterstrikes towards Lymanchuks. During one such strike, near the village of Terny, the 3rd Motorized Rifle Regiment of the 20th Army Corps captured a lieutenant colonel from the Ukrainian military. I went to check and set up positions; now he has ""paid"" for his actions.",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7005,"Мобилизованные в России бойцы, которые скоро отправятся на фронт, передают привет родным с полигона на Луганщине.

@sashakots","Mobilized fighters in Russia, who will soon be sent to the front, are sending greetings to their families from a training ground in Luhansk Oblast.",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7006,"Ночной бой Владикавказских танкистов на Запорожском фронте. Уничтожение опорного пункта и бронированной техники противника.

Бойцы танкового батальона 58 армии из Северной Осетии за рычагами современных танков Т-90М ""Прорыв"" стремительным рейдом вышли во фланг укронатовских боевиков и нанесли им огневое поражение. На кадрах объективного контроля работа одного из экипажей: тепловизионный прицел фиксирует точное попадание снарядов и уничтожение бронетехники боевиков.

Само название танка Т-90М ""Прорыв"" символично решительным действиям Владикавказских танкистов, прошедших с боями 300 километров и уже к марту 2022 года предопределивших новые границы России, надёжно их защищая, проявляя массовое мужество и героизм.

@sashakots","The Night Battle of Vladikavkaz Tank Crews on the Zaporizhzhia Front. Elimination of an Enemy Stronghold and Their Armored Vehicles.

Tank battalion soldiers from North Ossetia in modern T-90M ""Breakthrough"" tanks swiftly flanked Ukrainian separatist fighters and inflicted fire damage on them. Footage from one of the crews' objective control shows: the thermal imaging sight records accurate shell hits and the destruction of enemy armored vehicles.

The name of the tank, T-90M ""Breakthrough,"" symbolizes the decisive actions of the Vladikavkaz tank crews who, after fighting for 300 kilometers, had by March 2022 already determined new borders for Russia, firmly defending them with mass courage and heroism.",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7007,"РУБЕЖ В 3⃣0⃣0⃣0⃣ ПРЕОДАЛЕН. Спасибо всем, кто читает и кому не безразлично то, что мы делаем.

https://t.me/aladinhabr

Хотелось бы отдельно отметить друзей, коллег и ТГ-каналы, которые вносят свой важный вклад в этой информационной войне отстаивая правду нашей общей Родин:

Боевые товарищи и друзья:
Александр Коц:
https://t.me/sashakots
Евгений Поддубный: https://t.me/epoddubny
Маргарита Симоньян
https://t.me/margaritasimonyan
Надана Фридрихсон: https://t.me/FridrihShow
Михаил Андроник:
https://vk.com/andronik_m
Записки Авантюриста
https://t.me/BeregTime
Ростислав Журавлев
https://t.me/nezhurka
Рыбарь
https://t.me/rybar
Старше Эдды
https://t.me/vysokygovorit
Дипломатия
https://t.me/diplomatia
Александр Харченко и Сергей Шилов
https://t.me/bayraktar1070
Кирил Рубцов
https://t.me/rubtsovK

Каналы, которые не нуждаются в представлении:
РИА Новости: https://t.me/rian_ru
Украина.ру: https://t.me/ukraina_ru
RT на Русском: https://t.me/rt_russian
Специально для RT: https://t.me/rt_special
Зубовский, 4: https://t.me/zubovskiy4
РИА Новости-США: https://t.me/rianovostiAmerica
Радио Спутник: https://t.me/radio_sputnik
Спутник Ближнее Зарубежье: https://t.me/sputniklive
ИноСМИ: https://t.me/inosmichannel
Пресс-центр Россия Сегодня: https://t.me/pressmia
Изолента: https://t.me/izolentalive

И все что нужно знать о ближнем Востоке:
Аббас Джума, Персидский Экспресс, Афганистан. Без паранджи, Дежурный по Middle East, Разворот на Восток, KamranLeaks, Ибрагимов, Восточный Караул, Минареты, автоматы, Метаскифы.","THE BARRIER OF 3000 HAS BEEN BREACHED. Thank you to everyone who reads and cares about what we do.

https://t.me/aladinhabr

I would like to specially mention friends, colleagues, and Telegram channels that are making an important contribution to this information war by defending the truth of our common homeland:

Fellow Warriors and Friends:
Alexander Koç: https://t.me/sashakots
Yevgeny Poddubny: https://t.me/epoddubny
Margarita Simonian: https://t.me/margaritasimonyan
Nadana Friedrichson: https://t.me/FridrihShow
Mikhail Andronik: https://vk.com/andronik_m
Bereg Time: https://t.me/BeregTime
Rostislav Zhuravel: https://t.me/nezhurka
Rybar: https://t.me/rybar
Starše Edda: https://t.me/vysokygovorit
Diplomacy: https://t.me/diplomatia
Alexander Harchenko and Sergey Shilov: https://t.me/bayraktar1070
Kirill Rubtsov:",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7008,"**Так прямо сейчас выглядит «световая» карта Украины

**В десяти областях __(Львовской, Тернопольской, Ивано-Франковской, Хмельницкой, Винницкой, Черкасской, Киевской, Полтавской, Сумской и Харьковской)__ на данный момент применяются веерные отключения света практически во всех районах. Ещё в четырёх областях __(Житомирской, Черниговской, Днепропетровской и Николаевской)__ веерные отключения производятся в ряде городов и районов.

__Ваш, __[__Ꙃаставный__](https://t.me/zastavnyii)","**This is how the ""power"" map of Ukraine looks right now:

In ten regions (Lviv, Ternopil, Ivano-Frankivsk, Chernihiv, Vinnytsia, Cherkasy, Kyiv, Poltava, Sumy, and Kharkiv), power outages are currently being implemented almost everywhere in the form of rolling blackouts. In four other regions (Zhytomyr, Chernihiv, Dnipropetrovsk, and Mykolaiv), rolling blackouts are taking place in some cities and districts.

_Your, [Zastavnyi](https://t.me/zastavnyii)_",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7009,"С Мишей @aladinhabr Алаеддином проехались по первой линии одного из важных участков ЛБС на Запорожском направлении, том самом, о котором так много говорят, мол, тут будет контратака противника.

В целом ситуация уже выправляется: подразделения серьезно укреплены и укомплектованы до 95-97%. Идет пополнение, окопаны все хорошо, заняты новые дополнительные позиции, возведены резервные.

Есть определенные небольшие проблемы, но не критичные и решаемые.

Скоро подробности на РИА.

@nezhurka","We took Misha (@aladinhabr) Aalaeddin for a drive along the first line of one of the key sectors of the LBS on the Zaporizhzhia direction, that very sector where they say there will be a counterattack from the enemy.

Overall, the situation is improving: units are heavily reinforced and equipped up to 95-97%. There is ongoing reinforcement, all trenches are well dug, new positions are occupied, and reserves have been established.

There are some minor issues, but they are not critical and can be resolved.

More details soon on RIA.

@nezhurka",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7010,"Докладываю по Херсону:

Активных действий противник не предпринимал ни на одном из направлений.

Противник продолжал искать слабые места в нашей обороне используя ДРГ.

Вёл беспокоящий артиллерийский и минометный огонь по нашим позициям.

Утром силами до двух взводов провёл выдвижение к нашим позициям из района Давыдова Брода. Был своевременно обнаружен, остановлен заградительным огнём, после чего разбежался по лесополосам (кто уцелел).

ВКС РФ и Артиллерия отлично отрабатывает по противнику на Андреевском и Николаевском направлении. Активно вступили в применения ударные беспилотники Куб-БЛА.

[Архангел Спецназа. Подписаться](https://t.me/rusich_army).","Reporting on Kherson:

The enemy did not undertake any active actions on any direction.

The enemy continued to search for weak points in our defense using demolition charges.

They conducted harassing artillery and mortar fire on our positions.

In the morning, forces of up to two squads moved towards our positions from the area around Dovydov Brod. They were timely detected and stopped by defensive fire, after which they dispersed into forest belts (those who survived).

Russian Aerospace Forces and Artillery are effectively engaging the enemy on the Andreevskoye and Nikolayevskoye directions. They are actively employing strike drones KUB-BLA.

[Angel of the Special Forces. Subscribe](https://t.me/rusich_army)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7011,"[​](https://telegra.ph/file/0fa52f9e6c84c28f70f86.jpg)В сети появилась информация, что на территорию Украины для участия в боевых действиях на стороне Киева из Сирии прибыл террорист Абдулхаким Аш-Шишани, по паспорту уроженец Грозненского района ЧИАССР Рустам Ажиев. **Вместе с собой он привез неустановленное число соратников - уроженцев Кавказа и других закаленных в сирийской войне джихадистов**.

В послужном списке Ажиева Вторая чеченская кампания, на которой он был полевым командиром одного из НВФ. **После поражения на Северном Кавказе Ажиев перебрался в Турцию, ставшей убежищем для многих террористов.** С началом конфликта в Сирии в 2011 году Ажиев вместе с другими джихадистами из ""Имарата Кавказ"" примкнули к сирийским антиправительственным силам. Там он впоследствии возглавил группировку ""Аджнад Аль-Кавказ"".

Банда отличилась участием в боевых действиях в провинциях Латакия, Алеппо, Идлиб, Хама. С 2015 года НВФ заявило о разрыве связей с “Имаратом Кавказ"". В Сирии ""Аджнад Аль-Кавказ"" стал действовать в объединении джихадистских группировок, возглавляло которое признанное международной террористической организацией ""Джабхат Ан-Нусра"" (с 2017 г. ""Хайат Тахрир Аш-Шам"" (ХТШ)). Вместе они, например, захватили г. Идлиб, а также пытались противостоять освобождавшим от террористов Алеппо военнослужащими ВС САР и ВС РФ.

Позднее отношение между ХТШ и ""Аджнад Аль-Кавказ"" стали портиться. Первым звоночком стал [отказ группировки](https://t.me/directorate4/1032) Ажиева воевать против близких по духу боевиков Исламского государства. **В 2019 году джихадисты начали промышлять похищениями, рэкетом и убийствами, как это делают и другие террористы на подконтрольной им территории** в провинции Идлиб. Ажиеву даже пришлось [извиниться](https://t.me/directorate4/4212) за совершивших преступления подопечных. Постепенно ХТШ стало доминирующим объединением в Идлибе, полностью лишив какой-либо власти другие группировки.

Со временем фронт в Сирии стабилизировался и джихадисты несколько лет ""сидели без работы"" в Идлибе, периодически выезжая в Турцию. **Скорее всего, пользуясь этим же ""турецким потоком"" террористы отправились на Украину и сейчас. Потянулись они туда не “вести джихад против русских” - это можно делать и в Сирии, просто бесплатно, а за длинной гривной.** С началом СВО на украинскую территорию прибыл небезызвестный Ахмед Закаев, притащив с собой сотни бывших ичкерийцев. Он же выбил у Зеленского финансирование и вооружение для своих банд, таких как ""Отдельный батальон специального назначения"" т.н. ""ЧРИ"" и ""Батальон им. Шейха Мансура"", действующих против ВС РФ и НМ ЛДНР.

**Киевский режим, который готов ради интересов хозяев не только жертвовать жизнями украинцев, но и звать на помощь террористов**, в полной мере дает карт-бланш Москве на применение почти всех имеющихся средств для борьбы с террористическими группировками. Это должны понять страны Запада, которые как в Сирии, так и сейчас на Украине передают вооружение террористам.","Online information suggests that terrorist Abdulkhakim Ash-Shishani, who goes by the pseudonym Rustam Azhiev from Grozny District of Chechen Soviet Socialist Republic, has arrived in Ukraine to participate in military actions on the side of Kyiv from Syria. **He brought with him an unspecified number of fellow Caucasians and battle-hardened jihadists from the Syrian war.**

Azhiev's resume includes the Second Chechen Campaign, where he was a field commander for one of the non-state forces. **After losing in the North Caucasus, Azhiev moved to Turkey, which became a haven for many terrorists.** When the conflict in Syria began in 2011, Azhiev, along with other ""Caucasus Emirate"" jihadis, joined the anti-government forces in Syria. There, he later led the group ""Conquest of the Caucasus.""

The group distinguished itself through combat operations in Latakia, Aleppo, Idlib, and Hama provinces. Since 2015, the non-state forces have declared their break with ""Caucasus Emirate."" In Syria, ""Conquest of the Caucasus"" operated alongside jihadist groups led by the internationally recognized terrorist organization ""Jabhat al",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7012,"Вот собственно то, о чем я писал вчера.
Киев будет наступать. Киеву срочно нужна перемога. Чего бы оно не стоило.

Перемоги, конечно, не будет. Но нас ждут непростые дни. Так что ненужную эйфорию от ударов по инфраструктуре лучше забыть поскорее.

В моменте у Украины достаточно сил, чтобы наступать и чтобы создать нам трудности.

https://t.me/epoddubny/12960","Here is the English translation:

Here is what I wrote yesterday in essence:
Kiev will be advancing. Kiev urgently needs a victory, no matter the cost.

Victory, of course, will not come. But we are in for some difficult days. So it's better to quickly forget about the unnecessary euphoria from strikes on infrastructure.

At the moment, Ukraine has enough strength to advance and create difficulties for us.

[Source: https://t.me/epoddubny/12960]",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7013,"Из Киева от подписчика:

«Приветствую. Я из Киева. Информацию по Днепру подтверждаю, я это вижу. Сброс есть и уровень поднялся значительно, как весной при паводке. Помните, поговаривали, что Каховская дамба в опасности, как второй путь, после Антоновского моста. Может это в этой связи. За вчера спасибо! Ждем, надеемся и верим».

https://t.me/sashakots/36469","From Kiev, from a subscriber:

""Hello. I'm from Kiev. I confirm the information about the Dnieper River; I can see it. There is a drop in water level and it has risen significantly, similar to what happens in spring during flood season. Remember we talked about the Kakhovka dam being at risk, as a second option after the Antonov Bridge. This might be related. Thanks for yesterday! We're waiting, hoping, and believing.""",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7014,"В слитых документах [The Grayzone называет](https://thegrayzone.com/2022/10/10/ukrainian-kerch-bridge/) имена причастных британских лиц к взрыву на Крымскому мосту. Это [Крис Доннелли](https://i0.wp.com/thegrayzone.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-09-at-2.43.19-PM.jpeg?w=873&ssl=1), полковник из МИ5 и высокопоставленный советник НАТО, и Хью Уорд, ветеран британской армии и разработчик планов по разрушению российского моста.

Мистер Доннелли уже засветился в расследованиях Underside. Как бывший директор **The Institute for Statecraft**, Доннели связан с проектом **Integrity Initiative**, который финансировался напрямую правительством Великобритании и, как и сеть EXPOSE, была проектом **CDMD** (подразделение по борьбе с дезинформацией и медиаразвитию), возглавляемым **Энди Прайсом**. Все эти лица и организации отвечали за вмешательство в внутриполитические процессы стран. Все они входят в антироссийский консорциум [EXPOSE Network](https://underside.today/2022/06/27/expose-network/) – обширной сети, которая занимается в том числе инспирированием и активизацией протестной активности внутри России через информационную активность. В партнерах – [Британский Совет](https://underside.today/2022/07/07/the-soft-power-of-hard-propaganda/), Фонд Thomson Reuters и интернет-издание Bellingcat.

По документам Anonymous, Крис Доннелли был один из соучредителей **ARK FZC** – инфоагентства, которое за британские фунты занималась пропагандистскими операциями в Сирии, Ливане, Балканах. Во главе ARK Доннели отправлялся в самые горячие точки Балканского государства, чтобы взять их под контроль Запада.

Теперь же от информационной войны британская разведка перешла к терактам. Условия «миссии» – ухудшение способности России блокировать Киев, подорвать военный потенциал Москвы через нарушение автомобильного и железнодорожного доступа в Крым и морской доступ к Азовскому морю. Кроме взрывов моста, план не содержал какие-либо указания на предотвращение жертв среди гражданского населения. Весь план Крис Доннели охарактеризовал как «действительно очень впечатляющий».

**Это уже не «мягкая сила», а полномасштабные боевые действия Великобритании на территории России.**","In the merged documents, The Grayzone names British individuals involved in the explosion on the Kerch Bridge. Among them are Chris Donnelly, a MI5 colonel and high-ranking NATO advisor, and Hugh Ward, a veteran of the British army and planner of the destruction of the Russian bridge.

Mr. Donnelly has appeared in previous investigations by Underside. As a former director of The Institute for Statecraft, Donnelly was associated with the Integrity Initiative, which was directly funded by the British government and, like the EXPOSE network, was part of the CDMD (Counter Disinformation and Media Development Division) led by Andy Price. All these individuals and organizations were involved in interference in the internal processes of countries. They all belong to the anti-Russian consortium, the EXPOSE Network – a large network that includes inspiring and activating protest activities within Russia through information activities. Partners include the British Council, the Thomson Reuters Foundation, and the online publication Bellingcat.

According to documents from Anonymous, Chris Donnelly was one of the co-founders of ARK FZC – an information agency that conducted propaganda operations in Syria, Lebanon, and the Balkans for British pounds. At the helm of ARK, Donnelly traveled to the hottest spots in Balkan states to",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7015,"Вот такое видео распространяется из Харькова. Украинцы недоумевают - как это так, украинская армия всех победила, а тут два дня обстрелов - и русская радиоволна вещает.

А знаете, что напомнил нам с коллегами этот голос?

**""Свободные сталкеры, ветераны Чернобыля, вступайте в ряды ""Долга""! На нас лежит огромная ответственность! Мутанты, аномалии, анархисты и бандиты не остановят ""Долг"", победоносной поступью идущий на помощь мирным гражданам всей планеты""**","Here's the video circulating from Kharkiv. Ukrainians are puzzled: if the Ukrainian army has won everything, how is it possible that Russian radio waves are broadcasting for two days?

And you know what this voice reminded my colleagues and me?

""Free stalkers, Chernobyl veterans, join the ranks of 'Duty'! We bear a huge responsibility! Mutants, anomalies, anarchists, and bandits cannot stop 'Duty', which marches victoriously to aid the peaceful citizens of the entire planet.""",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7016,"**Карта зафиксированных ударов русскими ракетами по территории Украины на 9:30 11 октября

**«Предупреждение» выходит растянутым во времени.

__Ваш, __[__Ꙃаставный__](https://t.me/zastavnyii)","**Map of Reported Russian Rocket Strikes on Ukrainian Territory as of 9:30 AM, October 11

**The ""Warning"" is stretched out in time.

*Sincerely, *[__Cautious__](https://t.me/zastavnyii)*",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7017,"Интересный вывод по итогам вчерашнего дня делает коллега [Рыбарь](https://t.me/rybar/40043). Анализ «прилётов» показывает, что целью российской атаки стали основные ТЭС и ТЭЦ, а также подстанции с уровнем напряжения **330кВ**.

__«При этом ни один удар не был нанесен по объектам напряжения **750кВ** и тем более — атомным и гидроэлектростанциям.

Это наглядно демонстрирует, что налет преследовал не тотальное разрушение единой энергосистемы, а **нанесение ей ограниченного ущерба**__».

Впрочем, этого хватило для того, чтобы Украина перестала [экспортировать](https://t.me/vzglyad_ru/64585) э/энергию в ЕС.

Но для того, чтобы подобные атаки повлияли на боеспособность ВСУ и нарушили военную логистику — их необходимо продолжать.","Here is the English translation:

A colleague [Rybary] makes an interesting observation based on yesterday's events. The analysis of ""flybys"" shows that the primary targets of the Russian attack were major thermal power stations (ТЭС), thermal power plants (ТЭЦ), and substations with a voltage level of **330kV**.

""Notably, no strikes were made on objects with a voltage level of **750kV**, let alone nuclear or hydroelectric power plants.

This clearly indicates that the raid aimed not at the total destruction of the unified energy system, but rather at **inflicting limited damage** on it.""

However, this was enough for Ukraine to stop exporting electricity to the EU.

For such attacks to impact the combat effectiveness of the Ukrainian Armed Forces (ВСУ) and disrupt military logistics, they need to continue.",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7018,"В чем ценность военкоров? В коммуникации между окопной и гражданской мирной жизнью. Именно военкоры в наше время являются теми сами проводниками , передающими эмоции, настроение и военный быт из гущи событий гражданскому обывателю в мирный невоенный быт!! Знакомьтесь, мои друзья и коллеги одни из лучших военкоров нашей страны @[Поддубный](https://t.me/epoddubny) и @[Саша коц](https://t.me/sashakots). И я
ваш верный слуга, [Евгений Лисицын](https://t.me/evgeniy_lisitsyn)

Трудимся на благо нашей страны!!","What is the value of military correspondents? In the communication between the trench and civilian peaceful life. It is precisely military correspondents who, in our time, serve as the conduits transmitting emotions, mood, and military daily life from the heart of events to the peaceful civilian life!!

Meet my friends and colleagues, some of the best military correspondents in our country: [@Poddubny](https://t.me/epoddubny) and [@Sasha Koц](https://t.me/sashakots). And I am your faithful servant, [Evgeny Lisitsyn](https://t.me/evgeniy_lisitsyn).

We work for the benefit of our country!!",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
7019,"Кратко по Сватово. Войска под командованием генерала Лапина нанесли контрудар и отбили населённый пункт Терны. Так же вчера в артиллерийскую засаду артиллерии ЦВО, попали 2 колонны с хохлом, осуществлявших перегруппировку в сторону Кременной.

Да, это пока совсем не контрнаступление, а лишь активная оборона. Но именно из таких кирпичиков складывается общая победа. Само Сватово продолжают готовить к обороне, хохол сосредоточил крупные силы и несмотря на очень серьёзные потери, сил для атаки у него достаточно. Но как я уже говорил, Сватово мы удержим, по крайней мере таково мое субъективное мнение.","A Brief Update on Svatovo. The forces under General Lapan's command launched a counterattack and recaptured the settlement of Terny. Also, yesterday, two columns of separatist troops, which were repositioning towards Kremenny, fell into an artillery ambush laid by the Central Military District's artillery.

Yes, this is not yet a counteroffensive but rather active defense. However, it is precisely from such actions that overall victory is built. Svatovo continues to be prepared for defense; the separatists have concentrated significant forces and, despite heavy losses, still have enough strength for an attack. As I've already mentioned, we will hold Svatovo, at least that is my subjective assessment.",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
